bond_id,name,meeting_date,before_price,after_price,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,T+16,T+17,T+18,T+19,T+20,T+21,T+22,T+23,T+24,T+25,T+26,T+27,T+28,T+29,T+30,T+31,T+32,T+33,T+34,T+35,T+36,T+37,T+38,T+39,T+40,T+41,T+42,T+43,T+44,T+45,T+46,T+47,T+48,T+49,T+50,T+51,T+52,T+53,T+54,T+55,T+56,T+57,T+58,T+59,T+60
123202,祥源转债,2024-08-15,19.210,15.180,107.0,107.66,107.69,105.3,108.0,106.23,105.65,108.18,107.56,108.36,111.98,113.98,111.42,111.65,111.9,111.34,110.1,110.05,108.55,108.22,107.32,105.84,103.22,104.12,103.28,102.42,106.9,106.6,108.53,111.53,118.5,127.5,116.05,118.12,114.5,119.68,118.7,117.99,119.0,121.8,123.27,123.04,122.09,120.46,123.16,125.6,123.38,124.7,122.88,123.7,127.22,127.8,126.39,128.8,133.17,150.18,145.94,141.6,138.96,144.69,139.41
118036,力合转债,2025-02-26,36.080,29.000,128.27,128.88,125.97,125.64,128.58,129.76,131.59,129.85,129.78,128.46,128.16,126.17,127.27,126.74,127.7,126.04,125.3,123.03,122.87,122.35,123.49,126.96,126.35,127.34,127.13,127.28,126.13,118.75,118.87,121.73,123.64,125.74,125.4,124.63,122.68,123.45,122.68,123.29,124.14,125.03,123.49,121.66,119.27,119.48,120.08,121.7,121.43,121.84,120.7,122.56,122.38,121.96,120.66,120.62,120.8,121.52,121.3,120.73,120.6,120.45,119.43
127087,星帅转2,2024-07-18,13.260,8.100,108.08,112.5,112.19,110.63,108.4,110.5,114.54,113.8,113.3,115.82,117.5,115.69,113.25,113.9,114.99,115.2,114.3,113.16,113.98,112.36,112.24,108.96,109.45,107.3,105.35,104.69,103.93,106.82,105.11,105.43,109.0,110.06,108.36,108.38,108.22,109.03,108.72,107.99,107.1,107.02,107.1,106.15,105.47,106.97,105.86,105.06,109.0,110.51,114.6,116.89,120.09,124.21,117.75,119.1,118.3,119.61,118.02,117.5,116.89,118.38,119.36
123199,山河转债,2024-05-16,18.250,13.850,168.0,137.0,153.0,148.5,150.5,150.0,148.4,131.5,127.8,129.0,126.54,125.61,122.9,124.43,123.47,120.5,123.65,125.0,125.0,125.2,124.63,125.11,124.66,130.07,131.76,133.1,148.32,128.05,121.8,116.42,117.65,120.4,120.5,118.2,112.2,113.96,111.0,111.72,111.01,112.32,114.8,112.5,111.55,110.19,110.5,112.1,112.5,109.9,107.9,106.92,108.16,107.2,107.16,108.9,109.21,109.72,107.5,108.34,108.02,111.0,110.66
123198,金埔转债,2024-09-05,12.110,7.600,96.75,97.44,99.41,98.73,98.44,98.64,97.65,96.21,97.62,96.0,96.25,99.1,99.7,101.79,105.48,114.7,123.99,110.05,111.84,108.65,118.4,116.48,116.61,115.2,116.48,117.03,116.7,118.11,116.1,118.07,120.56,116.57,116.61,119.6,115.21,116.41,118.0,118.33,121.96,121.39,123.63,122.5,122.8,120.0,119.63,117.99,118.66,120.47,120.29,117.7,118.38,119.07,119.62,120.05,121.12,121.87,123.89,121.42,121.98,122.47,123.22
123196,正元转02,2023-12-05,32.800,21.990,117.3,116.95,117.8,117.68,118.27,118.9,118.3,117.6,117.02,115.55,115.0,114.38,114.8,114.31,113.8,112.0,112.18,113.84,114.85,115.16,114.39,114.4,113.0,112.05,112.31,111.38,113.25,112.0,111.2,110.75,109.1,108.55,108.33,106.15,105.78,104.75,106.6,106.9,104.68,104.5,103.81,103.79,101.54,99.9,100.6,98.03,100.2,104.1,104.55,104.4,105.0,108.2,107.87,108.23,103.94,105.0,105.53,104.7,103.26,103.42,103.26
123190,道氏转02,2024-11-04,15.030,12.930,110.2,115.5,119.54,119.2,123.07,131.5,124.0,124.0,121.56,125.98,124.03,126.52,130.34,129.68,131.65,138.9,126.3,131.98,128.9,131.74,130.76,126.76,125.3,129.12,127.88,128.49,128.6,128.2,128.65,127.88,125.23,123.4,124.9,125.87,126.2,124.18,124.6,122.69,122.7,124.18,124.9,122.33,120.38,119.25,119.11,121.3,120.4,122.9,122.55,122.5,124.0,125.7,125.31,126.6,126.88,126.5,125.68,125.9,126.63,125.88,126.38
123191,智尚转债,2024-05-28,12.170,9.520,117.8,121.8,122.21,122.85,123.52,140.14,128.6,127.59,126.13,126.5,126.66,126.9,125.8,124.8,124.6,122.8,119.95,119.3,116.01,119.36,121.65,118.5,121.39,123.66,122.19,118.0,116.8,117.2,114.51,116.18,114.76,118.87,117.0,114.71,114.4,112.88,112.8,113.58,112.8,111.6,108.88,107.5,111.7,110.5,108.85,113.69,111.4,110.72,108.9,109.98,110.55,109.62,109.18,107.9,107.8,106.87,105.91,100.67,102.42,99.45,101.4
123185,能辉转债,2024-11-26,28.000,22.660,114.68,115.5,116.64,116.8,117.67,117.63,116.04,117.16,117.13,117.47,118.0,118.45,119.5,118.45,117.15,115.12,115.45,115.22,116.9,114.5,116.46,115.22,116.1,116.8,115.33,114.08,113.6,113.04,113.09,114.99,114.27,114.68,113.27,113.35,115.34,115.6,115.01,115.2,116.62,116.9,116.86,116.83,117.6,116.3,117.05,118.26,119.34,119.75,118.38,118.9,118.0,117.85,118.29,117.5,119.4,119.52,119.9,119.74,119.3,120.76,120.3
123186,志特转债,2025-01-20,18.000,12.500,118.2,123.0,125.49,123.43,127.18,124.53,125.5,130.33,128.94,130.5,128.1,129.43,128.72,129.32,127.5,128.8,132.72,139.5,142.54,140.8,141.6,145.89,141.62,138.11,137.1,133.71,137.4,142.48,143.05,143.3,147.79,161.4,169.3,168.67,169.39,161.6,169.0,165.2,156.1,158.5,154.01,159.62,160.7,155.54,154.0,154.98,156.9,153.5,131.04,138.7,139.1,147.31,149.45,148.73,147.38,145.8,147.1,153.7,160.31,157.7,153.87
113668,鹿山转债,2024-07-22,58.680,22.980,98.85,105.03,102.96,106.31,105.63,108.03,109.31,115.8,114.73,114.36,113.35,113.98,113.99,110.9,111.74,112.25,114.02,112.19,111.15,107.8,108.23,105.52,106.75,106.88,104.68,110.84,111.47,111.67,113.12,115.34,113.41,115.7,114.75,115.46,113.86,113.28,114.2,115.14,114.98,110.98,109.16,110.21,110.91,110.28,114.66,116.33,118.03,120.82,128.27,138.53,125.81,124.01,121.91,125.53,124.3,123.96,122.98,126.17,128.6,129.22,131.68
113066,平煤转债,2023-07-24,10.920,9.060,115.56,116.58,117.4,119.18,120.02,119.61,119.2,118.44,118.5,118.63,117.62,117.44,116.69,117.8,117.0,116.18,116.38,116.24,116.04,116.34,115.88,116.16,118.04,118.12,118.15,119.45,119.92,120.15,121.2,123.95,125.36,125.85,126.94,124.75,124.9,125.91,125.6,126.28,127.56,127.93,127.99,127.57,127.88,127.08,127.47,126.12,125.89,125.99,126.92,127.66,126.13,125.65,125.61,126.7,126.36,126.11,125.19,124.78,124.5,121.62,123.99
123184,天阳转债,2024-02-26,14.920,11.880,119.0,120.99,117.88,119.7,121.5,121.09,119.22,119.7,117.9,118.88,119.0,119.0,119.88,119.17,119.8,121.11,121.43,122.6,123.77,122.9,121.91,119.02,116.14,117.29,117.99,119.9,119.52,118.82,117.3,117.04,116.2,117.18,117.17,114.9,112.24,114.85,115.58,115.39,113.8,115.13,116.6,118.55,122.98,123.45,124.52,126.42,126.0,125.03,125.6,125.56,123.65,123.98,123.92,123.56,123.74,125.81,124.26,123.73,122.0,122.1,123.18
123178,花园转债,2024-05-16,15.050,13.560,118.88,117.39,117.29,116.1,116.06,114.93,114.9,115.52,114.66,114.41,116.5,118.41,115.0,116.4,118.11,115.99,117.68,117.97,118.3,118.19,118.6,117.31,118.6,117.71,116.54,118.63,118.58,120.3,123.5,122.4,123.8,127.7,128.5,127.44,125.15,124.15,120.91,123.01,120.13,123.08,121.3,117.54,121.66,121.8,123.4,127.0,125.47,121.29,119.47,118.28,121.3,120.7,119.38,124.5,125.2,123.12,118.81,119.66,120.43,122.6,119.5
127081,中旗转债,2024-07-10,30.020,20.700,110.1,116.58,114.36,111.3,110.67,109.37,109.33,113.64,112.5,117.85,137.5,130.0,112.9,115.19,113.81,118.0,117.06,113.3,113.51,114.0,114.16,112.65,113.0,112.4,114.38,114.56,114.02,111.4,110.12,107.48,107.63,106.7,106.32,108.63,107.6,107.33,109.9,110.88,108.54,109.95,110.4,110.3,109.99,109.06,108.4,110.31,108.66,107.75,106.78,108.09,106.34,106.68,109.82,111.95,113.43,119.71,121.98,123.93,115.11,115.4,113.16
123174,精锻转债,2025-01-10,12.760,9.500,118.18,119.95,124.96,125.0,124.29,124.39,125.0,130.0,129.0,127.18,129.99,126.32,129.03,131.6,130.2,129.24,127.99,136.03,135.1,133.14,133.67,135.43,141.8,141.89,146.89,142.38,142.22,147.91,144.7,135.8,133.5,137.2,145.89,147.1,152.7,152.18,148.38,150.18,145.1,155.5,164.72,165.8,165.0,175.5,160.0,155.15,156.0,164.25,157.42,159.0,149.81,146.12,149.0,143.3,124.5,127.6,132.37,137.55,140.46,138.5,137.81
123175,百畅转债,2024-01-22,24.000,20.400,108.9,105.67,105.22,106.33,106.54,104.57,103.23,101.6,100.1,96.41,91.6,90.6,90.5,93.24,95.12,98.4,97.9,97.79,97.99,98.1,98.7,96.25,96.8,97.43,96.3,96.25,95.86,95.54,95.03,95.78,96.36,96.66,96.41,97.1,97.6,97.52,98.2,98.22,97.43,96.37,95.64,94.4,94.75,94.85,95.55,95.99,95.7,94.5,94.86,93.95,94.3,94.99,91.2,88.96,90.56,91.05,91.0,89.91,90.53,91.44,91.49
118031,天23转债,2025-08-14,25.000,16.000,119.3,122.13,124.78,124.53,125.28,125.93,127.84,127.2,126.22,121.26,121.77,122.43,121.22,120.42,121.01,123.24,128.15,127.86,125.84,123.96,125.6,126.22,124.83,124.74,125.44,124.21,123.5,122.51,121.74,124.1,124.77,124.28,125.32,126.37,128.4,126.91,125.64,126.31,128.37,127.23,125.57,125.7,126.53,125.6,125.77,125.43,127.24,126.32,130.41,128.8,130.53,134.71,133.51,141.05,141.4,138.96,138.36,138.35,134.87,135.5,132.58
123172,漱玉转债,2024-03-06,21.160,15.000,115.45,116.0,116.0,116.92,117.85,117.89,117.76,118.47,119.93,120.29,121.0,121.4,120.1,116.04,115.7,115.1,115.0,114.48,116.0,116.26,116.99,115.01,115.78,114.42,115.0,115.3,112.7,110.72,113.9,114.6,114.23,113.63,113.59,113.9,113.72,115.28,115.74,115.26,117.63,117.63,117.23,118.52,118.4,117.76,118.69,117.62,116.8,116.52,116.67,117.5,119.29,117.9,118.21,118.74,116.9,117.5,116.89,116.6,115.04,115.68,115.03
127079,华亚转债,2025-02-21,52.920,43.300,127.02,128.61,130.78,131.9,130.05,127.38,126.45,127.95,131.1,131.37,131.56,129.7,129.22,129.4,129.19,129.15,129.89,130.55,129.69,129.66,129.0,127.78,127.85,129.1,131.3,129.36,125.77,128.16,131.39,131.37,122.9,126.11,130.46,132.6,132.08,131.72,132.87,134.4,133.79,133.38,135.13,134.78,134.36,133.1,132.55,131.84,131.77,132.11,133.66,133.5,134.09,132.55,135.27,134.3,132.58,131.31,130.77,130.09,131.17,130.92,131.16
118029,富淼转债,2024-12-16,19.770,18.430,113.98,107.48,109.42,110.06,112.64,109.6,109.35,107.8,107.98,108.33,107.67,107.03,107.08,106.38,106.0,106.88,105.94,107.29,106.97,106.6,108.66,108.59,109.29,109.9,109.53,110.55,110.98,112.8,114.46,114.71,115.32,115.3,114.85,114.81,114.58,114.84,115.24,115.9,115.65,114.9,115.38,114.82,114.12,114.04,113.91,113.98,114.81,114.61,115.08,114.65,114.74,114.27,114.38,115.25,115.8,114.02,113.94,113.5,111.14,111.86,112.67
113065,齐鲁转债,2023-02-03,5.870,5.680,98.86,98.91,99.43,99.45,99.5,99.7,99.89,99.89,99.19,99.12,99.1,99.26,99.16,99.11,99.11,99.12,99.14,99.15,99.14,99.21,99.26,99.23,99.46,99.41,99.6,99.56,99.47,99.3,99.5,99.4,99.38,99.24,99.23,99.26,99.23,99.19,99.05,98.8,98.35,98.32,98.42,98.51,98.65,98.52,98.61,98.5,98.21,98.3,98.46,98.61,98.72,99.06,98.89,98.81,98.53,98.4,98.38,98.52,98.7,99.13,99.5
127077,华宏转债,2024-05-17,13.920,11.140,116.7,117.25,115.3,115.51,113.5,114.28,114.28,113.76,113.65,114.38,114.15,112.6,111.97,110.63,108.55,107.5,109.3,109.82,108.48,108.59,107.51,107.05,105.8,100.8,97.72,94.0,93.7,96.0,93.52,92.69,96.79,95.4,92.61,90.96,90.52,85.99,88.27,88.25,89.16,88.75,88.0,87.94,85.79,83.25,81.7,81.87,80.79,79.69,80.52,91.0,85.2,84.22,85.4,85.61,84.66,84.6,84.75,84.52,84.18,84.2,84.2
113663,新化转债,2024-09-18,31.420,20.250,107.44,110.77,111.35,112.8,117.23,117.32,120.85,121.66,127.58,127.84,122.67,122.3,120.92,123.25,125.32,127.28,126.07,126.35,129.81,129.03,128.2,126.62,127.38,126.86,124.58,122.15,122.43,123.4,123.94,125.38,125.33,125.82,124.82,128.34,128.52,131.1,128.12,112.06,123.64,125.76,126.24,126.05,123.48,123.23,124.45,125.67,125.97,129.18,130.45,129.4,128.73,129.94,130.3,131.52,131.81,132.16,133.48,130.85,129.34,129.31,129.66
123170,南电转债,2024-06-06,33.860,27.080,122.62,126.1,130.6,130.74,130.4,129.0,129.67,130.0,131.4,128.32,128.98,129.28,125.98,128.93,127.39,128.0,127.5,127.17,126.04,124.67,125.41,124.1,127.6,126.76,127.41,127.55,126.6,126.89,126.43,128.74,128.4,127.6,123.92,120.68,119.7,122.98,121.99,122.43,124.92,126.73,124.12,119.91,120.14,120.44,120.83,120.25,119.1,118.8,118.05,118.2,114.99,116.5,114.91,116.16,115.08,117.11,118.27,116.77,116.39,118.72,121.09
113661,福22转债,2025-03-13,32.940,15.000,122.26,124.89,124.63,125.14,123.97,123.68,123.24,121.97,123.68,123.77,123.35,122.41,121.52,120.94,121.1,120.83,113.7,115.36,116.08,117.41,116.48,117.49,116.43,114.98,114.92,114.98,115.13,115.53,116.25,115.14,115.34,115.17,115.25,115.63,117.67,116.81,117.43,116.7,118.27,118.43,117.73,116.78,116.88,117.88,117.91,118.06,117.34,117.26,116.33,115.75,115.58,116.89,116.8,116.35,116.72,117.47,117.35,118.48,117.95,117.92,117.68
111010,立昂转债,2024-04-30,44.960,33.580,109.28,107.73,108.43,108.52,109.69,109.57,109.3,109.08,108.26,107.98,107.92,108.08,107.59,108.27,107.33,107.04,107.63,107.53,107.99,109.33,109.56,109.5,108.1,109.12,109.99,109.4,111.82,112.19,112.26,112.23,112.5,113.42,112.56,111.46,110.22,107.55,106.6,109.51,109.78,110.67,109.65,109.0,109.38,108.35,108.63,107.4,109.2,109.4,110.44,110.15,109.68,109.53,108.3,108.25,110.06,108.67,107.3,105.79,105.61,106.73,105.92
123166,蒙泰转债,2024-11-06,25.750,23.470,114.2,116.62,116.8,117.3,116.97,119.85,118.38,117.57,116.65,117.43,118.35,120.3,118.3,119.94,121.5,119.98,120.06,120.99,121.37,121.9,120.52,122.89,120.96,119.23,119.28,120.38,121.4,121.44,122.29,119.16,125.8,122.91,122.87,124.5,124.6,124.24,124.92,125.5,126.99,126.95,126.15,123.51,124.82,128.24,128.2,127.9,129.8,128.79,130.25,129.84,129.9,129.61,128.36,129.09,127.76,127.54,127.0,129.19,131.34,131.72,131.3
118025,奕瑞转债,2023-11-24,354.540,230.000,117.29,122.81,123.06,123.31,122.78,122.78,124.86,124.54,124.01,124.03,126.3,127.41,127.07,129.0,127.58,126.32,127.74,126.97,128.72,129.33,128.64,129.63,129.32,132.59,136.42,142.39,137.2,133.08,134.78,131.89,131.06,132.04,129.24,130.4,129.89,129.88,129.24,124.65,125.55,126.73,124.19,124.4,122.9,125.16,122.92,120.69,120.38,117.9,120.53,119.97,121.91,129.79,131.49,127.45,123.88,126.34,128.42,126.33,129.77,127.79,127.4
118026,利元转债,2024-09-02,45.000,21.000,82.65,90.16,92.21,92.04,91.09,91.28,90.93,91.89,91.4,88.93,86.47,86.52,85.31,84.8,88.44,90.62,92.56,98.92,111.01,127.66,113.04,110.15,106.3,107.75,106.85,106.18,105.46,109.23,112.35,112.1,115.22,112.0,116.16,117.26,113.99,111.79,110.62,107.76,109.32,111.44,113.25,117.64,116.96,140.36,161.07,159.98,155.31,146.71,142.09,141.56,144.68,140.55,134.09,135.87,131.91,133.72,131.83,132.94,134.1,129.28,123.88
127075,百川转2,2025-05-14,8.180,7.530,117.75,118.15,118.5,118.07,117.92,118.4,117.0,117.16,116.55,115.95,115.75,116.7,115.7,115.67,116.31,116.79,116.67,116.9,116.52,116.8,116.22,115.49,115.74,115.47,115.37,114.79,114.98,115.93,117.0,117.63,117.1,117.6,118.82,119.22,116.4,115.95,113.7,114.4,115.4,114.76,114.9,115.5,115.22,114.4,115.02,115.63,116.44,119.09,119.74,119.45,120.67,120.86,119.4,119.14,118.84,117.35,117.9,118.41,119.38,119.8,119.79
123161,强联转债,2024-10-24,40.260,21.890,114.5,121.04,123.0,122.5,121.0,121.7,121.02,122.38,123.14,124.9,125.5,126.0,129.0,128.0,128.31,127.0,125.3,125.95,126.5,126.5,125.6,123.6,124.26,124.0,124.9,125.1,125.4,126.2,126.0,124.98,125.5,124.75,123.5,123.99,123.5,123.52,123.01,120.02,118.43,118.5,118.9,120.19,118.4,119.89,118.9,117.7,118.02,117.77,116.5,114.45,115.16,115.18,116.1,114.9,115.3,114.6,114.99,117.29,117.65,117.42,118.69
118023,广大转债,2025-03-06,32.960,21.200,119.0,123.02,123.83,122.75,124.53,124.8,124.96,125.08,125.49,124.1,124.91,123.76,122.69,122.84,122.7,123.37,124.31,125.27,126.58,126.4,125.06,119.53,119.6,122.61,125.67,124.22,126.13,124.75,123.88,123.36,123.19,125.6,124.97,127.1,126.47,126.65,125.72,124.77,124.31,126.44,127.73,128.8,126.59,128.55,128.29,127.34,127.06,128.18,129.0,128.78,128.46,127.46,126.87,127.41,126.52,127.2,127.35,127.97,128.98,129.39,128.63
111007,永和转债,2024-08-05,23.680,20.130,112.8,112.01,112.93,112.4,112.69,111.6,111.31,109.62,108.29,105.04,105.48,104.16,104.67,103.6,106.26,107.82,106.76,106.37,106.83,107.59,105.81,106.67,106.5,106.96,106.0,105.26,103.88,105.7,105.1,104.36,105.2,106.25,105.9,105.11,109.55,109.04,113.62,118.0,118.07,120.12,115.51,114.65,111.07,112.33,112.7,113.31,113.04,114.7,116.07,114.67,115.69,115.32,117.66,118.48,116.36,115.95,115.93,114.82,116.52,118.53,118.57
123160,泰福转债,2023-05-15,23.400,19.890,117.7,116.92,117.6,117.6,117.4,118.29,117.6,117.15,117.26,117.6,116.9,117.73,117.28,117.16,118.04,118.15,117.74,118.01,117.8,118.2,118.66,119.12,118.95,119.78,119.93,119.3,119.76,119.12,118.46,119.32,119.88,120.12,120.82,120.49,121.4,121.38,121.92,121.82,122.12,122.18,121.46,122.4,122.83,123.11,124.18,124.4,124.0,122.1,122.45,123.75,124.39,124.48,125.22,126.36,126.07,126.0,125.25,123.95,122.77,122.81,123.75
113657,再22转债,2025-01-06,5.910,4.250,112.18,112.01,111.2,111.73,111.02,111.1,112.63,112.14,112.11,113.18,113.7,114.13,113.94,114.3,114.37,114.65,115.61,116.92,117.5,117.69,118.0,118.01,117.42,117.02,117.2,116.14,116.37,116.41,117.11,116.7,117.0,118.0,116.81,114.76,113.92,115.3,115.07,116.39,117.0,116.69,115.67,115.27,114.67,115.67,115.99,119.1,117.38,117.56,116.35,114.92,115.39,116.1,116.01,114.76,114.68,115.47,115.49,115.3,110.25,109.8,111.58
110089,兴发转债,2023-08-09,38.550,30.000,115.79,114.69,114.2,113.62,113.64,113.87,113.97,113.68,114.06,113.9,113.28,113.61,113.1,113.3,114.54,113.87,113.36,114.19,115.19,115.01,114.93,113.35,112.76,113.0,112.84,112.58,112.4,111.82,111.88,111.12,110.98,110.76,111.37,110.54,110.17,110.96,111.8,111.35,110.39,110.0,110.34,109.19,108.5,108.8,107.8,107.41,107.66,106.67,107.99,107.7,108.18,109.85,109.89,109.08,108.71,107.78,108.6,109.36,109.78,109.0,109.46
127073,天赐转债,2023-11-14,48.250,28.880,115.25,120.8,119.3,119.6,120.48,120.34,118.49,118.5,117.0,115.05,115.05,114.1,114.17,114.4,113.09,112.14,113.38,113.7,113.87,114.52,114.14,112.92,111.69,112.22,111.5,110.55,108.9,110.3,112.53,113.1,112.5,113.0,116.0,117.0,115.88,115.0,113.8,112.85,111.0,112.28,112.91,115.0,115.34,114.55,115.12,112.5,113.7,113.5,109.8,110.17,108.9,111.18,110.03,107.8,106.0,106.41,106.92,106.92,105.3,108.58,107.11
113658,密卫转债,2024-05-06,134.110,57.000,114.57,125.43,126.29,130.1,128.66,128.27,131.83,131.65,130.61,130.92,130.77,130.68,128.6,127.46,127.49,129.85,129.44,131.2,132.8,132.31,132.75,133.46,131.25,129.55,129.2,129.27,128.77,127.22,126.22,125.26,126.66,124.66,123.9,121.8,119.43,120.1,123.0,121.67,121.83,121.65,120.67,119.3,118.53,118.57,116.64,119.0,120.6,123.74,121.86,118.11,119.72,122.0,121.7,121.35,119.74,118.3,116.52,115.52,117.36,116.48,115.26
123156,博汇转债,2025-04-17,10.690,8.000,118.8,119.8,122.2,122.59,124.02,123.79,123.0,121.18,124.78,124.66,127.1,126.47,130.06,129.85,130.85,129.12,128.35,127.97,128.25,129.3,133.52,134.52,133.44,131.89,131.98,130.59,130.19,130.14,129.56,130.07,133.91,135.47,135.0,137.94,136.0,134.3,133.47,133.18,131.76,131.1,131.38,133.29,129.62,132.4,131.97,133.09,134.17,134.7,135.0,134.38,133.1,132.72,131.5,130.81,131.0,131.95,131.27,134.97,143.4,172.08,184.97
127068,顺博转债,2023-07-03,20.380,16.000,114.0,110.0,110.45,110.2,109.89,109.91,110.66,110.31,111.01,110.53,110.0,110.41,110.2,110.19,109.98,110.05,111.3,111.01,111.69,112.48,114.2,113.94,114.15,114.7,114.59,113.8,113.3,112.8,112.29,111.63,111.16,111.5,111.0,111.94,111.48,111.19,111.0,110.0,110.0,109.2,109.3,111.62,111.57,111.48,111.42,112.84,113.0,112.6,112.0,111.6,111.11,110.8,110.5,110.3,110.1,110.57,110.5,110.01,110.15,110.46,110.5
113654,永02转债,2024-09-11,13.860,9.700,98.48,95.41,94.6,94.52,95.96,95.25,94.17,97.0,97.32,98.99,101.61,104.09,108.06,102.87,102.93,99.6,101.34,101.53,101.9,102.22,103.66,104.78,105.42,104.8,103.4,104.97,106.87,104.55,102.61,103.99,102.52,104.38,107.32,106.49,108.84,107.64,108.32,107.8,108.08,106.76,106.5,105.15,108.41,111.3,112.79,108.86,109.31,108.14,110.5,110.63,114.9,115.21,114.56,114.1,115.41,115.44,115.68,116.98,117.82,119.58,117.07
113653,永22转债,2025-09-23,22.300,16.500,125.85,127.75,129.0,129.53,130.94,131.02,130.7,130.87,130.56,129.93,131.6,129.99,128.37,129.06,130.82,129.64,131.1,132.88,132.82,131.56,132.16,131.09,132.94,134.96,133.45,135.02,135.11,138.34,137.62,136.98,137.0,138.43,136.28,135.81,135.92,136.33,135.71,132.67,133.79,133.75,132.17,132.8,133.47,133.15,132.32,132.39,131.79,133.72,135.0,137.67,142.77,140.26,139.3,137.19,135.01,136.15,135.5,135.65,136.63,137.99,139.11
113655,欧22转债,2025-08-22,118.480,54.000,128.63,133.83,133.73,128.5,129.39,128.89,129.11,127.86,129.26,129.26,130.84,132.32,131.79,130.85,131.46,131.93,130.58,129.58,130.16,128.36,128.98,126.96,126.15,127.25,128.03,127.0,128.08,128.38,128.6,128.33,129.79,128.47,128.86,128.12,128.47,128.35,129.17,129.34,129.96,129.41,130.4,129.66,130.05,129.52,129.71,128.69,127.46,127.45,128.09,128.62,130.17,130.27,130.07,130.67,130.36,129.69,129.71,130.25,131.12,129.88,129.98
113652,伟22转债,2024-05-31,32.560,28.000,116.66,112.82,113.35,114.08,113.46,114.0,114.45,114.57,114.79,114.9,114.54,114.4,113.16,111.16,110.9,109.8,111.42,111.97,111.4,113.11,112.97,112.17,111.52,110.88,111.51,110.99,111.68,111.75,112.5,111.54,110.6,109.74,109.0,110.0,110.5,108.62,106.32,104.68,105.3,108.04,106.41,105.95,107.1,106.64,106.33,106.19,106.37,106.27,106.85,106.38,106.75,107.13,106.3,106.03,104.64,105.58,104.17,105.5,104.08,104.46,104.93
118014,高测转债,2025-06-09,35.660,10.500,117.14,120.54,121.5,121.35,119.8,120.07,119.37,119.2,119.56,119.92,120.12,122.26,124.28,123.58,123.7,124.98,124.87,125.4,125.34,124.51,124.09,128.94,127.84,128.56,127.88,126.67,126.69,129.51,131.6,132.28,133.85,135.85,134.46,137.99,140.87,143.77,149.73,147.62,143.59,145.42,146.28,152.39,164.18,161.6,169.87,163.87,155.04,151.74,144.43,155.49,160.68,175.87,172.35,166.07,164.01,162.96,156.53,148.58,151.28,149.79,143.97
118008,海优转债,2025-04-21,69.980,46.800,111.69,110.98,113.29,112.81,113.19,111.64,112.18,112.65,114.28,114.02,117.71,117.76,118.91,119.59,118.5,118.5,119.72,120.58,119.55,121.86,119.95,118.52,118.0,116.55,116.46,116.9,116.7,116.61,117.05,117.63,117.97,119.64,117.76,117.76,117.66,117.04,117.88,117.73,117.56,116.17,116.24,116.27,118.23,118.59,117.82,118.49,120.4,119.87,120.0,120.53,119.41,121.43,124.07,123.19,124.6,124.7,124.66,122.48,122.19,124.78,124.15
110087,天业转债,2025-09-01,6.780,5.600,122.83,118.75,118.07,118.01,120.31,121.7,120.47,119.06,120.42,120.76,119.8,118.49,118.08,117.46,118.67,117.4,117.72,118.73,119.2,120.03,120.0,120.56,122.2,122.5,121.36,119.85,119.26,119.72,119.08,118.73,119.56,119.23,120.55,120.39,121.53,120.87,121.61,121.15,121.14,121.99,121.72,122.46,123.16,124.98,125.59,125.42,125.16,127.05,125.59,127.5,128.0,128.02,126.47,124.82,124.17,124.55,123.62,123.2,124.0,124.01,124.14
123147,中辰转债,2024-05-13,7.780,6.500,116.6,119.24,118.4,118.55,118.2,118.35,117.28,117.85,116.18,117.63,119.22,122.0,120.4,118.88,118.22,115.79,116.0,113.72,111.09,113.5,114.04,114.64,115.5,124.4,118.0,120.4,118.75,115.18,114.1,108.7,109.97,113.2,112.22,115.4,116.76,117.14,114.79,113.0,114.55,111.1,112.82,111.89,113.5,112.78,109.42,109.92,108.0,105.9,107.23,107.62,105.85,102.78,104.0,108.9,107.62,106.64,108.73,108.0,107.04,104.36,105.66
127064,杭氧转债,2025-06-17,26.590,25.980,123.02,118.8,118.56,118.9,118.6,119.47,120.32,119.6,119.93,119.89,120.43,119.63,120.5,121.9,121.93,122.11,120.9,122.13,122.9,122.52,123.44,123.9,124.45,125.0,125.7,126.96,126.01,127.25,126.71,124.81,125.14,125.21,124.0,124.08,125.65,125.95,125.89,125.5,126.78,126.7,126.7,127.05,127.43,128.54,128.9,128.55,129.05,129.8,132.6,133.1,132.42,129.81,129.56,127.84,126.2,127.47,128.16,127.58,130.48,131.1,130.58
123146,中环转2,2024-05-15,7.420,6.300,111.79,110.83,111.2,112.19,109.8,110.18,109.0,108.74,109.06,108.47,108.0,108.5,107.81,105.93,104.86,102.61,101.41,104.14,103.94,103.77,102.77,103.06,102.0,102.0,101.29,97.99,95.1,85.1,89.2,96.36,91.98,93.44,94.66,96.91,96.05,92.17,92.97,90.39,91.59,90.69,92.84,91.84,90.12,89.25,88.34,87.72,88.53,88.3,87.17,86.06,87.05,88.64,88.56,88.61,90.42,89.75,88.97,87.44,88.34,88.3,88.82
