name,kind,breadth_drop_threshold,breadth_panic_ratio,breadth_risk_recovery_days,breadth_risk_switch_hurdle_pct,breadth_normal_to_risk_min_days,breadth_effective_lag_days,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2019_risk_days,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2020_risk_days,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2021_risk_days,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2022_risk_days,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2023_risk_days,y2024_excess,y2024_total,y2024_dd,y2024_trades,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,_candidate_idx,leave_year,selection_avg_excess,selection_avg_abs_dd,selection_score,replay_2019_excess,replay_2019_total,replay_2019_trades,rank,selected_for_leave,holdout_baseline_excess,holdout_improved_or_equal,replay_2020_excess,replay_2020_total,replay_2020_trades,replay_2021_excess,replay_2021_total,replay_2021_trades,replay_2022_excess,replay_2022_total,replay_2022_trades,replay_2023_excess,replay_2023_total,replay_2023_trades,replay_2024_excess,replay_2024_total,replay_2024_trades
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1,candidate,-0.03,0.2,3,0.08,1,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.023088,-0.138933,-0.166743,174,8,-0.029066,-0.056686,-0.141317,168,0,0.014018,0.00966,-0.164783,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1""}",14,2019,-0.033269,0.138998,-0.182549,0.150459,0.357825,146,1,1,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min1,candidate,-0.03,0.2,3,0.1,1,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.019834,-0.142187,-0.169444,155,8,-0.029066,-0.056686,-0.141317,168,0,0.015651,0.011293,-0.164294,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min1""}",16,2019,-0.033594,0.139441,-0.215524,0.150459,0.357825,146,2,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1,candidate,-0.03,0.2,2,0.1,1,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.012619,-0.149403,-0.177548,183,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1""}",10,2019,-0.035302,0.141064,-0.289788,0.15302,0.360386,147,3,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1,candidate,-0.03,0.2,2,0.08,1,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.007049,-0.154972,-0.182062,192,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1""}",8,2019,-0.036416,0.141966,-0.346828,0.15302,0.360386,147,4,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min1,candidate,-0.03,0.3,1,0.1,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.046488,-0.115533,-0.154575,190,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min1""}",22,2019,-0.035632,0.14188,-0.486432,0.152152,0.359518,149,5,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min2,candidate,-0.03,0.2,1,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min2""}",1,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,6,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min2,candidate,-0.03,0.2,1,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min2""}",3,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,7,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min2,candidate,-0.03,0.2,1,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min2""}",5,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,8,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p05_min2,candidate,-0.03,0.3,1,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p05_min2""}",19,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,9,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p08_min2,candidate,-0.03,0.3,1,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p08_min2""}",21,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,10,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min2,candidate,-0.03,0.3,1,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min2""}",23,2019,-0.03596,0.141302,-0.486616,0.152012,0.359378,152,11,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min2,candidate,-0.03,0.2,3,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min2""}",15,2019,-0.035901,0.141627,-0.486638,0.152012,0.359378,152,12,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min2,candidate,-0.03,0.2,3,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min2""}",17,2019,-0.035901,0.141627,-0.486638,0.152012,0.359378,152,13,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p08_min2,candidate,-0.03,0.3,3,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p08_min2""}",33,2019,-0.035901,0.141627,-0.486638,0.152012,0.359378,152,14,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p1_min2,candidate,-0.03,0.3,3,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p1_min2""}",35,2019,-0.035901,0.141627,-0.486638,0.152012,0.359378,152,15,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min2,candidate,-0.03,0.2,2,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min2""}",7,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,16,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min2,candidate,-0.03,0.2,2,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min2""}",9,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,17,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min2,candidate,-0.03,0.2,2,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min2""}",11,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,18,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min2,candidate,-0.03,0.2,3,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min2""}",13,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,19,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p05_min2,candidate,-0.03,0.3,2,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p05_min2""}",25,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,20,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p08_min2,candidate,-0.03,0.3,2,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p08_min2""}",27,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,21,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p1_min2,candidate,-0.03,0.3,2,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p1_min2""}",29,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,22,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p05_min2,candidate,-0.03,0.3,3,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p05_min2""}",31,2019,-0.036091,0.141769,-0.486864,0.152012,0.359378,152,23,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p05_min1,candidate,-0.03,0.3,3,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.036515,-0.125506,-0.161811,179,4,-0.029066,-0.056686,-0.141317,168,0,0.025745,0.021387,-0.164381,262,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p05_min1""}",30,2019,-0.035826,0.143349,-0.486993,0.152152,0.359518,149,24,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p05_ratio0p2_rec3_h0p05_min1,candidate,-0.05,0.2,3,0.05,1,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,3,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.026799,0.02244,-0.164269,262,1,2,0,"{""breadth_drop_threshold"": -0.05, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p05_ratio0p2_rec3_h0p05_min1""}",66,2019,-0.036275,0.142315,-0.487184,0.152012,0.359378,152,25,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p05_ratio0p3_rec3_h0p05_min1,candidate,-0.05,0.3,3,0.05,1,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.026799,0.02244,-0.164269,262,1,2,0,"{""breadth_drop_threshold"": -0.05, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p05_ratio0p3_rec3_h0p05_min1""}",84,2019,-0.036275,0.142315,-0.487184,0.152012,0.359378,152,26,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p05_min1,candidate,-0.03,0.3,1,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.039038,-0.122983,-0.154771,206,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p05_min1""}",18,2019,-0.037122,0.141919,-0.487932,0.152152,0.359518,149,27,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p08_min1,candidate,-0.03,0.3,1,0.08,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.039038,-0.122983,-0.154771,206,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p08_min1""}",20,2019,-0.037122,0.141919,-0.487932,0.152152,0.359518,149,28,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec1_h0p05_min2,candidate,-0.03,0.4,1,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p4_rec1_h0p05_min2""}",37,2019,-0.038287,0.142315,-0.489196,0.152012,0.359378,152,29,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec1_h0p08_min2,candidate,-0.03,0.4,1,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p4_rec1_h0p08_min2""}",39,2019,-0.038287,0.142315,-0.489196,0.152012,0.359378,152,30,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec1_h0p1_min2,candidate,-0.03,0.4,1,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p4_rec1_h0p1_min2""}",41,2019,-0.038287,0.142315,-0.489196,0.152012,0.359378,152,31,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec2_h0p05_min2,candidate,-0.03,0.4,2,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p4_rec2_h0p05_min2""}",43,2019,-0.038287,0.142315,-0.489196,0.152012,0.359378,152,32,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec2_h0p08_min2,candidate,-0.03,0.4,2,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p4_rec2_h0p08_min2""}",45,2019,-0.038287,0.142315,-0.489196,0.152012,0.359378,152,33,0,0.161312,0,,,,,,,,,,,,,,,
