name,kind,breadth_drop_threshold,breadth_panic_ratio,breadth_risk_recovery_days,breadth_risk_switch_hurdle_pct,breadth_normal_to_risk_min_days,confirm_pool_mean_threshold,breadth_effective_lag_days,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2019_risk_days,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2020_risk_days,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2021_risk_days,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2022_risk_days,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2023_risk_days,y2024_excess,y2024_total,y2024_dd,y2024_trades,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,_candidate_idx,leave_year,selection_avg_excess,selection_avg_abs_dd,selection_score,replay_2019_excess,replay_2019_total,replay_2019_trades,rank,selected_for_leave,holdout_baseline_excess,holdout_improved_or_equal,replay_2020_excess,replay_2020_total,replay_2020_trades,replay_2021_excess,replay_2021_total,replay_2021_trades,replay_2022_excess,replay_2022_total,replay_2022_trades,replay_2023_excess,replay_2023_total,replay_2023_trades,replay_2024_excess,replay_2024_total,replay_2024_trades
breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p015,candidate,-0.03,0.2,1,0.05,1,-0.015,1,0.153592,0.360957,-0.106705,147,4,-0.214114,-0.109947,-0.191385,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min1_confirmm0p015""}",2,2019,-0.04675,0.150097,-0.919374,0.153592,0.360957,147,96,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p005,candidate,-0.03,0.2,3,0.05,1,-0.005,1,0.149908,0.357274,-0.10751,146,4,-0.214127,-0.10996,-0.191332,93,13,-0.037862,0.083837,-0.094061,152,6,0.021622,-0.140399,-0.168172,173,8,-0.029066,-0.056686,-0.141317,168,0,0.025401,0.021042,-0.164783,261,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p005""}",18,2019,-0.046806,0.151933,-0.92002,0.149908,0.357274,146,97,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p01,candidate,-0.03,0.2,3,0.05,1,-0.01,1,0.149908,0.357274,-0.10751,146,4,-0.214127,-0.10996,-0.191332,93,13,-0.037862,0.083837,-0.094061,152,6,0.021622,-0.140399,-0.168172,173,8,-0.029066,-0.056686,-0.141317,168,0,0.025401,0.021042,-0.164783,261,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p01""}",19,2019,-0.046806,0.151933,-0.92002,0.149908,0.357274,146,98,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p015,candidate,-0.03,0.2,3,0.05,1,-0.015,1,0.149908,0.357274,-0.10751,146,4,-0.214127,-0.10996,-0.191332,93,13,-0.037862,0.083837,-0.094061,152,6,0.021622,-0.140399,-0.168172,173,8,-0.029066,-0.056686,-0.141317,168,0,0.025401,0.021042,-0.164783,261,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1_confirmm0p015""}",20,2019,-0.046806,0.151933,-0.92002,0.149908,0.357274,146,99,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p005,candidate,-0.03,0.2,2,0.05,1,-0.005,1,0.153592,0.360957,-0.106705,147,4,-0.214009,-0.109842,-0.191355,93,13,-0.037862,0.083837,-0.094061,152,6,0.019699,-0.142322,-0.169797,191,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p005""}",9,2019,-0.049063,0.152167,-0.921155,0.153592,0.360957,147,100,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p01,candidate,-0.03,0.2,2,0.05,1,-0.01,1,0.153592,0.360957,-0.106705,147,4,-0.214009,-0.109842,-0.191355,93,13,-0.037862,0.083837,-0.094061,152,6,0.019699,-0.142322,-0.169797,191,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p01""}",10,2019,-0.049063,0.152167,-0.921155,0.153592,0.360957,147,101,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p015,candidate,-0.03,0.2,2,0.05,1,-0.015,1,0.153592,0.360957,-0.106705,147,4,-0.214009,-0.109842,-0.191355,93,13,-0.037862,0.083837,-0.094061,152,6,0.019699,-0.142322,-0.169797,191,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1_confirmm0p015""}",11,2019,-0.049063,0.152167,-0.921155,0.153592,0.360957,147,102,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p005,candidate,-0.03,0.2,1,0.1,1,-0.005,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.031627,-0.130394,-0.15917,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p005""}",6,2019,-0.046749,0.150094,-0.921902,0.153592,0.360957,147,103,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p01,candidate,-0.03,0.2,1,0.1,1,-0.01,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.031627,-0.130394,-0.15917,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p01""}",7,2019,-0.046749,0.150094,-0.921902,0.153592,0.360957,147,104,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p015,candidate,-0.03,0.2,1,0.1,1,-0.015,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.031627,-0.130394,-0.15917,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1_confirmm0p015""}",8,2019,-0.046749,0.150094,-0.921902,0.153592,0.360957,147,105,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p005,candidate,-0.03,0.2,1,0.08,1,-0.005,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p005""}",3,2019,-0.0468,0.150144,-0.921966,0.153592,0.360957,147,106,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p01,candidate,-0.03,0.2,1,0.08,1,-0.01,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p01""}",4,2019,-0.0468,0.150144,-0.921966,0.153592,0.360957,147,107,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p015,candidate,-0.03,0.2,1,0.08,1,-0.015,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1_confirmm0p015""}",5,2019,-0.0468,0.150144,-0.921966,0.153592,0.360957,147,108,0,0.161312,0,,,,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,candidate,-0.03,0.2,3,0.08,1,-0.005,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.023088,-0.138933,-0.166743,174,8,-0.029066,-0.056686,-0.141317,168,0,0.014018,0.00966,-0.164783,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005""}",21,2020,0.024127,0.134905,-0.068809,,,,1,1,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p01,candidate,-0.03,0.2,3,0.08,1,-0.01,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.023088,-0.138933,-0.166743,174,8,-0.029066,-0.056686,-0.141317,168,0,0.014018,0.00966,-0.164783,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p01""}",22,2020,0.024127,0.134905,-0.068809,,,,2,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p015,candidate,-0.03,0.2,3,0.08,1,-0.015,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.023088,-0.138933,-0.166743,174,8,-0.029066,-0.056686,-0.141317,168,0,0.014018,0.00966,-0.164783,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p015""}",23,2020,0.024127,0.134905,-0.068809,,,,3,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p005,candidate,-0.03,0.2,3,0.1,1,-0.005,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.019834,-0.142187,-0.169444,155,8,-0.029066,-0.056686,-0.141317,168,0,0.015651,0.011293,-0.164294,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p005""}",24,2020,0.023803,0.135348,-0.069244,,,,4,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p01,candidate,-0.03,0.2,3,0.1,1,-0.01,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.019834,-0.142187,-0.169444,155,8,-0.029066,-0.056686,-0.141317,168,0,0.015651,0.011293,-0.164294,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p01""}",25,2020,0.023803,0.135348,-0.069244,,,,5,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p015,candidate,-0.03,0.2,3,0.1,1,-0.015,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.019834,-0.142187,-0.169444,155,8,-0.029066,-0.056686,-0.141317,168,0,0.015651,0.011293,-0.164294,263,5,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min1_confirmm0p015""}",26,2020,0.023803,0.135348,-0.069244,,,,6,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p005,candidate,-0.03,0.2,2,0.1,1,-0.005,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.012619,-0.149403,-0.177548,183,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p005""}",15,2020,0.022607,0.136781,-0.088859,,,,7,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p01,candidate,-0.03,0.2,2,0.1,1,-0.01,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.012619,-0.149403,-0.177548,183,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p01""}",16,2020,0.022607,0.136781,-0.088859,,,,8,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p015,candidate,-0.03,0.2,2,0.1,1,-0.015,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.012619,-0.149403,-0.177548,183,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1_confirmm0p015""}",17,2020,0.022607,0.136781,-0.088859,,,,9,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p005,candidate,-0.03,0.2,2,0.08,1,-0.005,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.007049,-0.154972,-0.182062,192,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p005""}",12,2020,0.021493,0.137684,-0.145898,,,,10,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p01,candidate,-0.03,0.2,2,0.08,1,-0.01,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.007049,-0.154972,-0.182062,192,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p01""}",13,2020,0.021493,0.137684,-0.145898,,,,11,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p015,candidate,-0.03,0.2,2,0.08,1,-0.015,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.007049,-0.154972,-0.182062,192,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1_confirmm0p015""}",14,2020,0.021493,0.137684,-0.145898,,,,12,0,-0.130604,0,-0.136525,-0.032358,76,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p005,candidate,-0.03,0.3,1,0.1,1,-0.005,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.046488,-0.115533,-0.154575,190,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p005""}",33,2020,0.030558,0.131342,-0.484227,,,,13,0,-0.130604,0,-0.178799,-0.074633,98,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p01,candidate,-0.03,0.3,1,0.1,1,-0.01,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.046488,-0.115533,-0.154575,190,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.01, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p01""}",34,2020,0.030558,0.131342,-0.484227,,,,14,0,-0.130604,0,-0.178799,-0.074633,98,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p015,candidate,-0.03,0.3,1,0.1,1,-0.015,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.046488,-0.115533,-0.154575,190,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""confirm_pool_mean_threshold"": -0.015, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min1_confirmm0p015""}",35,2020,0.030558,0.131342,-0.484227,,,,15,0,-0.130604,0,-0.178799,-0.074633,98,,,,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p05_min1_confirmm0p005,candidate,-0.03,0.3,3,0.05,1,-0.005,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.036515,-0.125506,-0.161811,179,4,-0.029066,-0.056686,-0.141317,168,0,0.025745,0.021387,-0.164381,262,2,3,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""confirm_pool_mean_threshold"": -0.005, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p05_min1_confirmm0p005""}",45,2020,0.030365,0.132811,-0.484788,,,,16,0,-0.130604,0,-0.178799,-0.074633,98,,,,,,,,,,,,
