trade_date,n_bonds,valid_returns,pool_mean_return,pool_median_return,missing_return_ratio
20190527,160,160,0.004606480770431126,0.0011430819377317158,0.0
20190528,160,160,0.0013511197308084047,-0.00019881791270748295,0.0
20190529,160,160,0.00032190983985418907,-0.00034186591917712006,0.0
20190530,160,160,-0.0060472669033990924,-0.004190863216899876,0.0
20190531,160,160,-0.0016264943495851668,-0.0011141508437622072,0.0
20190603,160,159,-0.008240060671660627,-0.006289370078740086,0.006249999999999978
20190604,160,160,-0.009003829109858016,-0.006541194496114122,0.0
20190605,160,160,-0.0008902480057116843,-0.0010558985134126453,0.0
20190606,160,160,-0.009091843103541521,-0.006109796636212139,0.0
20190610,160,160,0.004865470112269116,0.0020117054682188273,0.0
20190611,160,160,0.017709270353682,0.014135435541350327,0.0
20190612,160,160,-0.0034926555407805127,-0.0026761713981991453,0.0
20190613,160,160,0.00037200980867193104,-0.0010023823257385156,0.0
20190614,160,160,-0.007208851304933586,-0.005395094158901381,0.0
20190617,159,159,-0.0018176870309421942,-0.0014674232048523805,0.0
20190618,160,160,-0.0005762260096984217,-0.0009922523582551745,0.0
20190619,160,160,0.00632314533587455,0.0040712998508265485,0.0
20190620,160,160,0.011589631373574367,0.00901916124367319,0.0
20190621,160,160,0.009825216780633111,0.009435953622247695,0.0
20190624,161,160,-0.0005809692819218219,-0.001077955585188084,0.006211180124223614
20190625,161,161,-0.004705464288894605,-0.0043208716888971654,0.0
20190626,161,161,0.0031727608512624908,0.0015886365760209298,0.0
20190627,162,162,0.005955972662460915,0.00386444012228615,0.0
20190628,162,162,-0.0001361664610347145,-0.0019965056201103337,0.0
20190701,164,162,0.015627195699276984,0.010437592791023631,0.012195121951219523
20190702,164,164,-0.00044676435063818775,0.0027509887611778527,0.0
20190703,164,164,-0.003973790621355517,-0.0022940251128025224,0.0
20190704,165,164,-0.00022877750523449969,-0.00015583662314899716,0.0060606060606061
20190705,165,164,-0.0004122165324167189,0.00028856098078611225,0.0060606060606061
20190708,166,165,-0.011621157227221629,-0.010836624116080551,0.0060240963855421326
20190709,166,166,-0.0005711349294817077,0.0,0.0
20190710,167,166,-0.002560738405343182,-0.0011464988219075933,0.005988023952095856
20190711,168,167,-0.00014734182495622285,9.66099566235279e-06,0.005952380952380931
20190712,168,168,0.0019288395203143998,0.0008921534680998988,0.0
20190715,169,168,0.001908065777923999,0.00044685881056916177,0.00591715976331364
20190716,169,169,0.0010046863446430336,0.0003903962521960569,0.0
20190717,168,168,0.0024303080888353405,0.001155964664781961,0.0
20190718,168,168,-0.005817930931908523,-0.003602732450792734,0.0
20190719,168,168,0.0017790126185126952,0.0009814487879251654,0.0
20190722,169,168,-0.008009384045954773,-0.004761457182545503,0.00591715976331364
20190723,169,168,0.0022953322324036985,0.0008210435611134548,0.00591715976331364
20190724,169,169,0.0031562949646359462,0.0015484793139046715,0.0
20190725,169,169,0.0045730834278420295,0.0019996000799840097,0.0
20190726,170,169,0.00461387464387351,0.0028889806025587106,0.00588235294117645
20190729,170,170,0.0020147424634919617,0.00021571520094099128,0.0
20190730,170,170,0.00472481257654005,0.004026106725424361,0.0
20190731,171,171,0.000981038214875292,0.0002343155058286417,0.0
20190801,170,170,-0.002125044353104121,-0.0016617283246542769,0.0
20190802,171,171,-0.004029969048019262,-0.003364171572750263,0.0
20190805,172,171,-0.005681101537781516,-0.003919263178522536,0.005813953488372103
20190806,172,172,-0.007720647710478994,-0.0058040963190703065,0.0
20190807,172,172,0.0042467199194035615,0.0013777039379098133,0.0
20190808,172,172,0.0026015136924715477,0.0017732031280071059,0.0
20190809,172,172,-0.0010455168855992743,-0.0003980968005609098,0.0
20190812,172,172,0.004511668988876772,0.0019754969788815524,0.0
20190813,173,172,-0.00038354136373776554,-0.0006551480285049149,0.005780346820809301
20190814,173,173,0.00166148012021812,0.0007030229988953529,0.0
20190815,173,173,0.0015361188234345655,0.0,0.0
20190816,173,173,0.004486467876458291,0.0021964229683086867,0.0
20190819,173,173,0.012876216473413351,0.00858409584001496,0.0
20190820,173,173,0.0006121938144178499,0.0006446730386522326,0.0
20190821,173,173,0.0004831599092211815,-9.551098376314737e-05,0.0
20190822,172,172,-0.0002434303424729588,-0.00037609220406875643,0.0
20190823,173,172,0.002194470047442258,0.0005733097817106625,0.005780346820809301
20190826,173,173,-0.0018277666415482251,-0.003486160997253296,0.0
20190827,173,173,0.007299725555051898,0.005384385282680038,0.0
20190828,173,173,0.001569671361621247,0.00047750931143175634,0.0
20190829,173,173,-0.0002239236035271438,-0.0005564777786161157,0.0
20190830,173,173,-0.0025657819803195786,-0.0012668095887742314,0.0
20190902,173,173,0.006867419585529744,0.0035547240411599734,0.0
20190903,173,173,0.0030784209993883036,0.0003399915002124665,0.0
20190904,173,172,0.0018973253677056561,0.0005012808365794097,0.005780346820809301
20190905,173,173,0.008085182626570325,0.0061570921645728305,0.0
20190906,173,173,0.004897903930327632,0.0033970856102003566,0.0
20190909,173,173,0.010444739899412725,0.007643864162355962,0.0
20190910,174,173,0.001609808784905187,0.0006014189728891228,0.005747126436781658
20190911,175,174,-0.0041208560616214415,-0.002107403329130675,0.005714285714285672
20190912,176,175,0.0009738845271802525,0.0,0.005681818181818232
20190916,178,176,-0.000508341171794422,-0.0010677249591496407,0.011235955056179803
20190917,178,178,-0.011946250757501936,-0.011848165754385742,0.0
20190918,178,178,0.00011072920668134163,4.586314437715622e-05,0.0
20190919,177,177,0.004250857755486319,0.002535925612848766,0.0
20190920,177,177,0.004095295270638769,0.0013399673837397597,0.0
20190923,177,177,-0.004644054669033932,-0.004760596905612147,0.0
20190924,177,177,0.001653958250685872,0.0004910485933504738,0.0
20190925,177,177,-0.0063388253466235295,-0.003868471953578423,0.0
20190926,178,177,-0.00857800576572176,-0.004316608996539739,0.005617977528089901
20190927,178,178,0.0023707281062718645,0.000943122194882906,0.0
20190930,178,178,-0.0016246733333125708,-0.0009900472571929275,0.0
20191008,178,178,-3.0062683856509985e-05,-0.0002917188083812472,0.0
20191009,178,178,0.0016420370432085466,0.0004856292175925425,0.0
20191010,177,177,0.006657794103933868,0.002932612529873868,0.0
20191011,176,176,0.00285251652641155,0.0019803429123400607,0.0
20191014,176,176,0.00638143239378704,0.003688996650626386,0.0
20191015,176,175,-0.004648348663211832,-0.0023683390464318554,0.005681818181818232
20191016,175,175,-0.0022830295680321164,-0.0022241992882562345,0.0
20191017,175,175,-0.00030630632770785673,-0.00028134671293256197,0.0
20191018,175,175,-0.004047698399834714,-0.0028038822985672063,0.0
20191021,176,175,-0.004797229117763183,-0.004285464404408024,0.005681818181818232
20191022,176,176,0.0027138188040605835,0.0012641722515740472,0.0
20191023,176,176,-0.0015949338343027536,-0.0016026393705602104,0.0
20191024,176,176,-0.002878179540450862,-0.0023396846050408593,0.0
20191025,176,176,0.004559334279401029,0.0018419520835342151,0.0
20191028,175,175,0.008405959442791808,0.00416408911704691,0.0
20191029,175,175,-0.0032928082630110174,-0.0013989466754443791,0.0
20191030,174,174,-0.008635931579835374,-0.00693342734833835,0.0
20191031,176,174,-0.004068878007528453,-0.002536780555170648,0.011363636363636354
20191101,176,176,0.0035374554757916024,0.002050583021488195,0.0
20191104,176,176,0.0030959921234079545,0.0006778528521740323,0.0
20191105,176,176,0.0037067719638516406,0.0017378440432116449,0.0
20191106,176,176,-0.0015702827105138755,-0.0007339640378327683,0.0
20191107,178,176,0.00456879531765965,0.001535790574938689,0.011235955056179803
20191108,180,178,-0.0007248754881939092,0.00028548352217960815,0.011111111111111072
20191111,181,181,-0.006897200656114271,-0.005229625696841045,0.0
20191112,181,181,-0.0008546350393606014,-0.0011716461628588082,0.0
20191113,181,181,-0.0017283545867352473,-0.0008458646616541499,0.0
20191114,181,181,0.0014148929411110286,-0.00010308215647880647,0.0
20191115,182,181,-0.003957293341128733,-0.003038647801728356,0.005494505494505475
20191118,182,182,0.0020520455118595844,0.0004200101702556136,0.0
20191119,182,182,0.0059842826660813486,0.0037916724162903037,0.0
20191120,182,182,-0.00085517049189121,-0.0009895350828593719,0.0
20191121,185,182,-0.002721960230222941,-0.002211491658765774,0.01621621621621616
20191122,186,184,-0.0031116060376226882,-0.001301372999080841,0.010752688172043001
20191125,187,186,-0.0010647314742586512,-6.732020086158697e-05,0.005347593582887722
20191126,187,187,0.000923121452726948,0.00013394651069331687,0.0
20191127,187,187,-0.0004995124950239659,-0.00043635125211516357,0.0
20191128,188,186,-0.0021691322864339983,-0.0021785960409340666,0.010638297872340385
20191129,189,189,-0.0011387678630863309,-0.0010608203677511252,0.0
20191202,190,189,-0.0005041702943879334,-0.0003531073446327859,0.0052631578947368585
20191203,190,190,0.0014542234018689371,0.00018154491714361676,0.0
20191204,189,189,0.001469858093043681,0.0003983676642052014,0.0
20191205,190,190,0.00486110302405765,0.002627975675446148,0.0
20191206,190,190,0.003447162410831714,0.002260920555893331,0.0
20191209,192,190,0.0016156037291865555,0.0009301015341710572,0.01041666666666663
20191210,192,192,0.004381965682168543,0.002282019662247836,0.0
20191211,193,191,0.0023013344358143064,0.0008287292817679148,0.010362694300518172
20191212,193,192,0.00012018748162067987,-0.00047863427183547635,0.005181347150259086
20191213,194,194,0.005477932191226126,0.004097600642317456,0.0
20191216,195,194,0.01053267037795353,0.005986379057913105,0.00512820512820511
20191217,192,192,0.008458783144416894,0.005941051475796266,0.0
20191218,194,194,0.00325176282718586,0.0010878196436728826,0.0
20191219,195,194,-0.0006213008908909142,-7.867903126579368e-05,0.00512820512820511
20191220,195,195,-0.0011871292288054528,-0.000264690312334559,0.0
20191223,195,195,-0.007488994356975453,-0.005452946350044008,0.0
20191224,195,195,0.00914560064839777,0.004672460517708643,0.0
20191225,196,195,0.001634810073140819,0.001122563526890552,0.005102040816326481
20191226,196,196,0.006171338486435016,0.0035887073332961927,0.0
20191227,196,196,-0.0018494708288025554,4.4964028776961484e-06,0.0
20191230,196,196,0.0034427004329897985,0.00243857857449592,0.0
20191231,197,196,0.006082638728444629,0.0039541105862315185,0.005076142131979711
20200102,196,196,0.012482961053546284,0.008988711794074788,0.0
20200103,198,197,0.0017364876635822348,0.0006754192911890833,0.005050505050505083
20200106,199,198,0.005786559589398322,0.0011831274223098598,0.005025125628140725
20200107,201,199,0.00722831900019632,0.004352467767101853,0.00995024875621886
20200108,202,201,-0.005715319219202883,-0.005753424657534256,0.004950495049504955
20200109,203,202,0.01032809211781678,0.005958271214981159,0.0049261083743842304
20200110,209,203,-0.0029293731050585676,-0.0036361554098548465,0.028708133971291905
20200113,210,209,0.006801082605777216,0.0017028985507245853,0.004761904761904745
20200114,212,210,0.003559496634209479,0.0022196035595269947,0.009433962264150941
20200115,212,212,-0.005240093659913252,-0.005427749384299851,0.0
20200116,215,212,-0.0033465472262955626,-0.004228065399621339,0.013953488372092981
20200117,215,214,0.0002021578974016559,-9.513483612744178e-05,0.0046511627906976605
20200120,216,215,0.011114605193687425,0.00435540069686402,0.00462962962962965
20200121,218,216,-0.00195861701543366,-0.002879572313559453,0.00917431192660545
20200122,221,218,0.004972185769061027,0.0012231799564161872,0.013574660633484115
20200123,224,221,-0.018919907633687054,-0.017077214995128154,0.013392857142857095
20200203,223,223,-0.04947151879794841,-0.043860216677090724,0.0
20200204,225,223,0.02821222723293986,0.020228671943711474,0.008888888888888835
20200205,225,225,0.017137951207701885,0.01046052346021975,0.0
20200206,223,223,0.014994109030897113,0.008000000000000007,0.0
20200207,223,223,-0.0009500664226886089,-0.0008764241893075564,0.0
20200210,223,222,0.008912740015850585,0.004410368971339951,0.004484304932735439
20200211,223,223,0.00032449036813279045,0.0013909587680078772,0.0
20200212,223,223,0.014305203188311065,0.008340441664297149,0.0
20200213,222,222,-0.0022785529353835077,-0.002366287547389878,0.0
20200214,224,222,0.0009279936250260548,0.00035695811861125026,0.008928571428571397
20200217,225,224,0.017836346763744633,0.01203681413719937,0.004444444444444473
20200218,225,225,0.008748413458112801,0.005253496503496491,0.0
20200219,225,224,0.0025018472907646157,0.0004926756480509997,0.004444444444444473
20200220,225,225,0.01054409375934123,0.008035714285714368,0.0
20200221,225,225,0.009371384631101761,0.004438664932813197,0.0
20200224,226,225,0.008890694521340102,0.0018708023871436552,0.004424778761061954
20200225,226,226,-0.0010700127194368785,-0.003914485217703212,0.0
20200226,226,226,-0.01714593965272945,-0.008756330014224711,0.0
20200227,226,226,-0.001398481344988327,-0.0010832295185730367,0.0
20200228,226,225,-0.02274813380009703,-0.019597641345820205,0.004424778761061954
20200302,226,226,0.013339881019427787,0.010730846784144599,0.0
20200303,226,226,0.007391965449990842,0.0033999543541419763,0.0
20200304,224,224,0.0005650339018755519,0.0004016195583580462,0.0
20200305,225,225,0.011986004149834702,0.008531846595708714,0.0
20200306,225,225,0.0019381436902464852,-0.0001751138239856065,0.0
20200309,225,225,-0.015042041262844445,-0.019240506329113893,0.0
20200310,225,225,0.005019531422097278,0.006606419445310152,0.0
20200311,224,224,0.0012233023430405058,-0.0012569687775267346,0.0
20200312,222,222,-0.006603542187932967,-0.008715504412983577,0.0
20200313,223,223,-0.0038220495557944544,-0.005823627287853572,0.0
20200316,226,223,-0.01871260430007204,-0.019373355656541524,0.013274336283185861
20200317,224,224,0.004955786655527801,-0.0013087599408629358,0.0
20200318,225,224,0.006687694617498391,0.0009075075119580056,0.004444444444444473
20200319,225,225,0.013240792296164358,-0.002511533460394344,0.0
20200320,225,224,0.020272987915990016,0.018414361129305945,0.004444444444444473
20200323,224,224,-0.043889439615139914,-0.025863537932090452,0.0
20200324,224,224,0.01947608824241808,0.008150887159189324,0.0
20200325,222,222,0.027469406056291147,0.01821865458262173,0.0
20200326,221,221,-0.0035612083436245483,-0.0037209302325581506,0.0
20200327,221,221,-0.006871869803972213,-0.004773849016910803,0.0
20200330,220,220,-0.00021667773868241016,-0.007107916204697029,0.0
20200331,223,219,0.007402996221155612,-0.0004425562046379561,0.017937219730941756
20200401,224,223,0.005700295692905369,0.000706588941883135,0.004464285714285698
20200402,225,224,-0.00949712114285758,0.0007255289135345011,0.004444444444444473
20200403,225,224,-0.014074580331164422,-0.008524119208364711,0.004444444444444473
20200407,225,225,0.011628373926665474,0.008102157639806373,0.0
20200408,227,225,-0.005227015387535311,-0.0012279151943462852,0.008810572687224627
20200409,229,226,-0.000700969801016815,0.0006199608577500682,0.013100436681222738
20200410,230,229,-0.019881327460583405,-0.01376635107017865,0.004347826086956497
20200413,232,229,-0.014067732844249023,-0.01225370061758646,0.012931034482758674
20200414,231,231,0.01866429389635475,0.004842105263157981,0.0
20200415,231,230,0.010526710200262048,0.0011960657999638968,0.0043290043290042934
20200416,233,232,0.00966380449770231,0.00466466039681146,0.0042918454935622075
20200417,235,233,0.001872033297814103,0.002532103454512491,0.008510638297872353
20200420,236,236,0.013902698697495724,0.004245160280592519,0.0
20200421,236,234,0.001127721556974253,-0.003237604646718961,0.008474576271186418
20200422,237,237,0.010189295968989608,0.0025318458738823324,0.0
20200423,237,237,0.002976525952120883,3.1383379362148744e-05,0.0
20200424,237,237,-0.01377756281405081,-0.007344251224041809,0.0
20200427,238,237,0.007722288986027786,0.0014093770553413876,0.004201680672268893
20200428,240,239,-0.0005564427473869072,-0.00417246175243402,0.004166666666666652
20200429,239,239,-0.004755085279190404,0.0,0.0
20200430,241,239,0.005148105941310644,0.00394792104157915,0.008298755186721962
20200506,241,241,0.007424644838132034,0.003157230056830107,0.0
20200507,243,241,-0.01984861051498441,-0.004339761623727623,0.008230452674897082
20200508,244,243,0.005968430064236939,0.002414337450088233,0.004098360655737654
20200511,245,244,0.003047486597088786,-0.0006559225897257437,0.004081632653061273
20200512,246,245,-0.000716409773821469,-0.0037037037037037646,0.004065040650406471
20200513,250,246,-0.001448066637852159,-0.001868548876745646,0.016000000000000014
20200514,250,250,-0.009507780727978045,-0.007983804016820029,0.0
20200515,251,250,-0.004274461539326624,-0.005075838049725001,0.003984063745019917
20200518,251,251,-0.010489019297586371,-0.010328201657925917,0.0
20200519,253,251,0.0002078629038816384,-0.001006221804826457,0.007905138339920903
20200520,253,252,-0.008099658941494134,-0.01002175329908489,0.0039525691699604515
20200521,252,252,-0.001923104762580057,-0.0007375194631378812,0.0
20200522,255,252,-0.010976685001285914,-0.006831432297085882,0.0117647058823529
20200525,255,255,-0.006828976077735175,-0.005688890528043333,0.0
20200526,255,255,0.012398678270046164,0.00928542591844983,0.0
20200527,254,254,0.0006680908658161183,0.0008290010640259471,0.0
20200528,254,254,-0.0035265105267520544,-0.0009669759346204176,0.0
20200529,254,254,0.008661089644812742,0.00572244405800959,0.0
20200601,254,254,0.01609123158842699,0.013583185078909543,0.0
20200602,254,254,0.0014385583336271374,0.0022504407997628872,0.0
20200603,254,254,-0.0004859957090721005,-0.0022255928227674637,0.0
20200604,254,254,-0.0008502312561835801,-0.0024196848077583932,0.0
20200605,254,254,-0.0024247125973606153,-0.004567286531437509,0.0
20200608,254,254,0.0003084010730811839,-0.0010443332046640164,0.0
20200609,254,254,0.0006487381299731442,-0.0005056422023766438,0.0
20200610,254,254,-0.001883924776090624,-0.002722116477817116,0.0
20200611,254,254,-0.0018440095824450514,-0.002798640194263957,0.0
20200612,254,254,7.193497866660498e-05,0.0,0.0
20200615,254,254,0.0010352311784185629,-0.00010195632068282778,0.0
20200616,254,254,0.008106490417758854,0.004666880928612782,0.0
20200617,255,254,0.0016842095608180004,-6.467200686155472e-05,0.0039215686274509665
20200618,254,254,0.00029957716864525887,0.0003589601722520097,0.0
20200619,255,254,0.0021232146635791504,6.16555001858865e-05,0.0039215686274509665
20200622,256,255,-0.0018218633113264231,-0.002314534061047091,0.00390625
20200623,258,256,-0.006083947292910103,-0.005979539340141227,0.007751937984496138
20200624,259,258,-0.0015923486757368176,-0.0017554685922845925,0.0038610038610038533
20200629,259,259,-0.004783653345577452,-0.0067511558149669915,0.0
20200630,260,259,0.006177538888457893,0.0016118963541327247,0.0038461538461538325
20200701,260,259,0.003000399933019117,0.0014601382264187723,0.0038461538461538325
20200702,261,260,0.012388004093714745,0.010551293830545316,0.003831417624521105
20200703,262,261,0.011536729012168115,0.01072560760831287,0.003816793893129722
20200706,263,262,0.02996860333451974,0.023444793215384285,0.0038022813688213253
20200707,266,263,0.006750548767441939,0.0012837758981825154,0.011278195488721776
20200708,267,266,0.009113394016704869,0.0024890797930788855,0.0037453183520599342
20200709,267,267,0.013887216263921804,0.008046688478203112,0.0
20200710,266,266,-0.009644271367922364,-0.009811162278796304,0.0
20200713,269,266,0.02464576068069699,0.016278639308270892,0.01115241635687736
20200714,269,268,-0.008201051595750943,-0.00752749460948543,0.0037174721189591198
20200715,270,268,-0.014877738720200706,-0.01226376002233831,0.007407407407407418
20200716,271,269,-0.03476522223941736,-0.0285447616084622,0.0073800738007380184
20200717,271,271,0.0022944304563783094,0.0013321036991493784,0.0
20200720,272,271,0.021934922906473947,0.017436682933779757,0.003676470588235281
20200721,273,273,0.0035958013994618443,0.001219264377159135,0.0
20200722,273,273,0.007341480232252096,0.0038585209003214604,0.0
20200723,275,274,0.00033233096027533845,-0.0021959791370232407,0.0036363636363636598
20200724,277,275,-0.02454853627832162,-0.01900452488687776,0.0072202166064981865
20200727,279,277,-0.0031335874117539996,-0.003406650373991016,0.007168458781361964
20200728,279,279,0.009932036253459677,0.004320691310609526,0.0
20200729,279,279,0.014199210546869142,0.008989898989898881,0.0
20200730,279,279,0.001502423051241053,0.0022222222222223476,0.0
20200731,281,279,0.007341984315062451,0.003390535433355657,0.007117437722419906
20200803,281,281,0.017815125786343748,0.01091766888111545,0.0
20200804,281,280,-0.003003841217105098,-0.002999786969121454,0.003558718861209953
20200805,282,281,0.008596144959553067,0.002141709798322289,0.0035460992907800915
20200806,283,282,-0.0026255600110878367,-0.003996797601367785,0.0035335689045936647
20200807,285,282,-0.0011097621104859332,-0.006309907566872441,0.010526315789473717
20200810,287,285,0.015219673490042452,0.003329002923026847,0.006968641114982632
20200811,287,287,-0.01053198574278352,-0.008291032148900257,0.0
20200812,288,287,-0.001473941292765499,-0.005946762318293386,0.00347222222222221
20200813,288,288,0.0072768575715877176,0.0028021867740857243,0.0
20200814,289,288,-0.003166615589261882,0.0024588284113300496,0.0034602076124568004
20200817,293,288,0.0118090733945459,0.007111104477568131,0.017064846416382284
20200818,295,293,0.004923665401408284,0.002773284030505918,0.006779661016949157
20200819,294,293,-0.005027840198424137,-0.005090497737556654,0.003401360544217691
20200820,296,292,-0.005584056478908521,-0.005994005994005958,0.013513513513513487
20200821,298,296,0.0011853686878487229,0.000622981759301644,0.006711409395973145
20200824,298,298,-0.00017228822995314408,-0.0001611663320555956,0.0
20200825,299,298,0.0002089726040527683,-0.00015181185679680187,0.0033444816053511683
20200826,298,298,-0.010403062657039427,-0.008968556318916299,0.0
20200827,298,298,0.004825170218340187,0.001104771399577431,0.0
20200828,295,294,0.004321291532084267,0.003761798370465752,0.003389830508474523
20200831,293,293,0.0038197662107820633,0.0017889087656530744,0.0
20200901,292,292,0.004246403053908277,0.0015820173010242522,0.0
20200902,292,292,0.004297192790720115,0.0023189710527284912,0.0
20200903,292,292,-0.0025991061091968303,-0.0024178265518461917,0.0
20200904,291,290,-0.0025228872392214254,-0.001915680785145757,0.0034364261168384758
20200907,292,291,-0.01116929658328423,-0.0065866642605793,0.003424657534246589
20200908,293,291,-0.003392884498862208,-0.00040834442964943207,0.0068259385665528916
20200909,293,293,-0.017525976853978577,-0.011643835616438336,0.0
