candidate,leave_year,year,date,equity,strategy_return,benchmark_return,daily_excess,risk_state,n_bonds,drop_share,pool_mean_return,confirm_hit
medium_baseline,,2024,20241128,1003290.679985,0.0059867779,0.0007092627,0.0052775152,0,,,,
medium_baseline,,2024,20241129,1014796.111545,0.011467695,0.0101952161,0.0012724789,0,,,,
medium_baseline,,2024,20241202,1027391.230545,0.0124114774,0.0086633957,0.0037480817,0,,,,
medium_baseline,,2024,20241203,1024163.007454,-0.0031421556,0.0006469712,-0.0037891268,0,,,,
medium_baseline,,2024,20241204,1014036.653885,-0.0098874432,-0.0082123648,-0.0016750784,0,,,,
medium_baseline,,2024,20241205,1021487.194445,0.0073474075,0.0069106015,0.0004368061,0,,,,
medium_baseline,,2024,20241206,1029135.765445,0.0074876817,0.0051187726,0.0023689091,0,,,,
medium_baseline,,2024,20241209,1026456.829607,-0.0026030927,0.0013486908,-0.0039517835,0,,,,
medium_baseline,,2024,20241210,1035377.474853,0.0086907164,0.0061264932,0.0025642232,0,,,,
medium_baseline,,2024,20241211,1049731.892773,0.0138639465,0.0112642111,0.0025997354,0,,,,
medium_baseline,,2024,20241212,1059210.863773,0.0090298971,0.0075002298,0.0015296674,0,,,,
medium_baseline,,2024,20241213,1049172.583773,-0.0094771309,-0.0082054947,-0.0012716362,0,,,,
medium_baseline,,2024,20241216,1036643.457273,-0.0119419118,-0.0113397874,-0.0006021244,0,,,,
medium_baseline,,2024,20241217,1022703.133183,-0.013447559,-0.0129515048,-0.0004960542,0,,,,
medium_baseline,,2024,20241218,1030557.680192,0.0076801828,0.0078361012,-0.0001559184,0,,,,
medium_baseline,,2024,20241219,1035796.226004,0.0050832146,-0.0015107907,0.0065940053,0,,,,
medium_baseline,,2024,20241220,1046102.658004,0.0099502506,0.0085443099,0.0014059407,0,,,,
medium_baseline,,2024,20241223,1031692.716004,-0.0137748833,-0.0123252476,-0.0014496356,0,,,,
medium_baseline,,2024,20241224,1034203.892052,0.0024340349,0.0039631725,-0.0015291377,0,,,,
medium_baseline,,2024,20241225,1026735.202911,-0.0072216796,-0.0063268401,-0.0008948395,0,,,,
medium_baseline,,2024,20241226,1037176.233274,0.0101691559,0.0073322569,0.002836899,0,,,,
medium_baseline,,2024,20241227,1040895.369274,0.0035858284,0.0032133373,0.0003724911,0,,,,
medium_baseline,,2024,20241230,1037827.628432,-0.0029472135,-0.0036696648,0.0007224513,0,,,,
medium_baseline,,2024,20241231,1025726.794291,-0.0116597726,-0.0114584824,-0.0002012902,0,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190102,999730.576124,0.0,0.0,0.0,0,111,0.0,nan,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190103,1002128.652124,0.0023987223,0.0018627574,0.0005359648,0,111,0.0,0.0019491512,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190104,1011222.276945,0.0090743088,0.0086995243,0.0003747845,0,111,0.0,0.0085886331,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190107,1024683.277625,0.0133116141,0.0119718229,0.0013397911,0,112,0.0,0.0119732196,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190108,1026303.0269,0.0015807316,0.0022453945,-0.0006646628,0,112,0.0,0.0022996389,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190109,1034183.461662,0.0076784678,0.0060829197,0.0015955481,0,113,0.0088495575,0.0062166584,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190110,1038359.108662,0.0040376269,0.0023822671,0.0016553598,0,113,0.0088495575,0.0023650829,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190111,1041379.678888,0.0029089842,0.0036809028,-0.0007719186,0,114,0.0,0.0038004062,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190114,1039310.747888,-0.0019867211,-0.0029966846,0.0010099635,0,114,0.0087719298,-0.0028138937,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190115,1042966.940888,0.0035179017,0.0051673985,-0.0016494968,0,114,0.0,0.0051703008,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190116,1045564.423888,0.0024904749,0.0014760587,0.0010144162,0,114,0.0,0.001379881,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190117,1042286.563888,-0.0031350149,-0.0031650293,3.00144e-05,0,114,0.0087719298,-0.0031063284,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190118,1041309.20325,-0.0009377082,0.0030861332,-0.0040238413,0,115,0.0173913043,0.0019142833,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190121,1042394.172464,0.001041928,0.0032474651,-0.0022055371,0,117,0.0085470085,0.002516521,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190122,1039372.658157,-0.0028986293,-0.0033828641,0.0004842348,0,117,0.0085470085,-0.0032291647,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190123,1040652.507157,0.0012313668,0.0009860689,0.000245298,0,118,0.0,0.0012495421,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190124,1047056.602502,0.0061539229,0.0054756707,0.0006782522,0,118,0.0,0.005243375,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190125,1052803.521502,0.0054886421,0.0047803584,0.0007082837,0,118,0.0084745763,0.0047828954,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190128,1044965.527502,-0.0074448782,-0.0040931444,-0.0033517338,0,118,0.0,-0.0039837925,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190129,1038564.59674,-0.0061254947,-0.0044168439,-0.0017086508,0,117,0.0,-0.0046327482,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190130,1034064.26074,-0.0043332269,-0.0013131022,-0.0030201247,0,117,0.0,-0.0013118567,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190131,1029599.68774,-0.0043175005,-0.000436344,-0.0038811565,0,117,0.0085470085,-0.0005381132,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190201,1040902.10874,0.0109774907,0.0118287426,-0.0008512519,0,116,0.0,0.0106097999,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190211,1052316.33674,0.0109657074,0.0093177651,0.0016479423,0,117,0.0,0.0103640486,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190212,1060841.05674,0.0081009101,0.0060659149,0.0020349951,0,117,0.0085470085,0.0061000173,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190213,1071532.89274,0.0100786408,0.0092428689,0.000835772,0,117,0.0,0.0091622088,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190214,1079499.15874,0.0074344577,0.004409997,0.0030244608,0,117,0.0,0.0043485581,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190215,1076330.01574,-0.0029357531,-0.0033175474,0.0003817943,0,117,0.0,-0.00288762,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190218,1093658.64274,0.016099734,0.0169629525,-0.0008632185,0,119,0.0,0.016186845,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190219,1092203.349959,-0.0013306645,-0.0048801903,0.0035495258,0,120,0.0,-0.0046569946,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190220,1100642.089959,0.0077263451,0.0031036937,0.0046226514,0,120,0.0,0.0030849353,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190221,1108084.039959,0.0067614623,0.0051637135,0.0015977488,0,121,0.0082644628,0.0044576741,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190222,1122656.318379,0.0131508784,0.0136132252,-0.0004623468,0,121,0.0,0.0127372724,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190225,1160622.714089,0.0338183602,0.0298023015,0.0040160587,0,121,0.0,0.0270133427,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190226,1163367.644962,0.0023650501,-0.0088913207,0.0112563708,0,121,0.0495867769,-0.0059377349,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190227,1170020.547642,0.0057186589,-0.0033040673,0.0090227261,0,121,0.0578512397,-0.0032967927,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190228,1171911.953642,0.0016165579,0.0017672618,-0.0001507039,0,121,0.0082644628,0.0015454644,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190301,1164325.239642,-0.0064737918,0.0033010017,-0.0097747935,0,121,0.0082644628,0.0037070573,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190304,1186374.962427,0.0189377693,0.0122676609,0.0066701084,0,121,0.0,0.0118148389,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190305,1215285.200427,0.0243685503,0.017555895,0.0068126554,0,120,0.0,0.0173327988,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190306,1227738.354462,0.0102471042,0.0108319717,-0.0005848675,0,121,0.0,0.0118442957,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190307,1228399.478742,0.0005384896,0.0003568913,0.0001815982,0,122,0.0245901639,0.0002873579,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190308,1193908.690742,-0.028077827,-0.0220978141,-0.0059800129,0,122,0.1721311475,-0.020562169,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190311,1221420.727662,0.0230436692,0.0227055824,0.0003380868,0,122,0.0163934426,0.0224276808,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190312,1239445.697647,0.0147573801,0.0127808147,0.0019765654,0,122,0.0081967213,0.012367672,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190313,1223876.445907,-0.0125614634,-0.0109500078,-0.0016114556,0,122,0.1393442623,-0.0106744834,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190314,1195411.120657,-0.0232583324,-0.0204791816,-0.0027791509,0,123,0.2032520325,-0.0191144417,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190315,1208158.446657,0.0106635498,0.0113811175,-0.0007175677,1,123,0.0,0.0107734989,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190318,1235563.179657,0.022683062,0.0189319618,0.0037511002,0,123,0.0081300813,0.0190298573,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190319,1256120.304657,0.0166378582,0.0072841507,0.0093537075,0,124,0.0080645161,0.0082669992,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190320,1259875.125866,0.002989221,-0.0064619997,0.0094512207,0,124,0.0161290323,-0.0021771862,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190321,1284803.431866,0.0197863308,0.0121186896,0.0076676411,0,124,0.0,0.0116082538,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190322,1287016.562902,0.0017225445,-0.0020833537,0.0038058982,0,127,0.031496063,-0.0004529641,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190325,1266513.931902,-0.0159303552,-0.010284773,-0.0056455822,0,128,0.0859375,-0.0099291958,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190326,1224780.006347,-0.0329518093,-0.0224468065,-0.0105050028,0,128,0.25,-0.0218184735,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190327,1228892.229347,0.0033575197,0.0036101323,-0.0002526126,1,128,0.0078125,0.0033484439,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190328,1220762.628347,-0.0066153897,-0.0052033101,-0.0014120796,0,129,0.0310077519,-0.0042112306,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190329,1245537.072796,0.0202942356,0.0181491295,0.0021451061,0,131,0.0076335878,0.01766761,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190401,1291836.575897,0.0371723204,0.0280777329,0.0090945875,0,131,0.0,0.0271507021,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190402,1303095.481897,0.0087154259,0.0035243164,0.0051911095,0,134,0.0074626866,0.0036092563,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190403,1311509.676897,0.0064570825,0.003244183,0.0032128994,0,136,0.0,0.0037286846,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190404,1323076.752897,0.008819665,0.006805693,0.002013972,0,138,0.0,0.006464395,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190408,1313771.911586,-0.0070327298,-0.0023946005,-0.0046381293,0,138,0.0724637681,-0.0019532237,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190409,1302949.602586,-0.0082375859,-0.008216877,-2.07089e-05,0,137,0.0583941606,-0.0070625842,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190410,1293267.482586,-0.0074309244,-0.0061581431,-0.0012727813,0,139,0.0287769784,-0.005734294,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190411,1273924.827586,-0.0149564226,-0.0148669737,-8.94489e-05,0,138,0.1376811594,-0.0146668022,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190412,1293853.41209,0.0156434541,0.002234371,0.013409083,0,138,0.0072463768,0.0018924943,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190415,1288950.661777,-0.0037892626,-0.0076287384,0.0038394758,0,139,0.035971223,-0.0070868067,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190416,1311327.15642,0.0173602414,0.006379241,0.0109810004,0,141,0.0,0.005514259,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190417,1339928.856651,0.021811262,0.0058951021,0.0159161599,0,143,0.013986014,0.0053657675,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190418,1344385.335752,0.0033259073,-0.0019976238,0.005323531,0,144,0.0208333333,-0.0003541395,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190419,1348347.190877,0.002946964,0.0024300655,0.0005168985,0,145,0.0068965517,0.0025211166,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190422,1344471.628877,-0.0028743057,-0.004725945,0.0018516393,0,147,0.0272108844,-0.0049020415,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190423,1328547.711573,-0.0118439965,-0.015653738,0.0038097415,0,147,0.0884353741,-0.014064409,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190424,1322745.862422,-0.0043670612,-0.0035865457,-0.0007805155,0,151,0.0132450331,-0.002191605,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190425,1292127.046478,-0.0231479204,-0.0184757953,-0.0046721251,0,152,0.2302631579,-0.0174884727,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190426,1279168.066479,-0.0100291841,-0.0072643031,-0.002764881,1,153,0.045751634,-0.0071833363,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190429,1245488.146614,-0.0263295502,-0.0199679064,-0.0063616439,0,151,0.1721854305,-0.0135525021,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190430,1248542.381613,0.0024522393,0.0061097669,-0.0036575276,0,154,0.012987013,0.0075723825,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190506,1203233.380105,-0.0362895182,-0.0341798327,-0.0021096855,0,154,0.461038961,-0.0327676439,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190507,1208864.083104,0.0046796433,0.0039222323,0.000757411,1,156,0.0064102564,0.0057802779,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190508,1212272.268345,0.0028193287,0.0022959825,0.0005233463,0,158,0.0126582278,0.0040501358,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190509,1216640.966096,0.0036037265,4.4404e-06,0.0035992862,0,158,0.0253164557,0.000402004,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190510,1238477.065418,0.017947858,0.0191902224,-0.0012423644,0,159,0.0,0.018778002,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190513,1225775.418418,-0.0102558597,-0.0060559857,-0.004199874,0,158,0.0253164557,-0.0047164188,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190514,1237293.920418,0.0093969106,0.0015553241,0.0078415865,0,159,0.0,0.0019558874,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190515,1253798.898418,0.0133395774,0.0135134315,-0.0001738542,0,159,0.0,0.0127204475,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190516,1250884.807302,-0.0023242093,0.0012423203,-0.0035665297,0,160,0.0,0.0022252769,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190517,1224965.935478,-0.0207204306,-0.0170673983,-0.0036530323,0,160,0.10625,-0.015616231,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190520,1220999.36359,-0.0032381079,-0.0066113395,0.0033732316,0,160,0.03125,-0.0065793887,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190521,1229484.45859,0.0069493034,0.0070786484,-0.0001293451,0,160,0.00625,0.0062320838,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190522,1228970.68759,-0.0004178751,-0.0006132324,0.0001953572,0,160,0.0125,-0.0005970361,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190523,1218647.79459,-0.0083996251,-0.0096683423,0.0012687172,0,160,0.0375,-0.0085206672,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190524,1217532.06959,-0.0009155434,-0.0021494523,0.0012339089,0,160,0.00625,-0.001751457,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190527,1222691.81159,0.0042378695,0.0057190424,-0.0014811729,0,160,0.0,0.0046064808,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190528,1224181.54059,0.0012184011,0.0019442367,-0.0007258357,0,160,0.0,0.0013511197,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190529,1223618.12259,-0.0004602406,0.0008764642,-0.0013367047,0,160,0.0,0.0003219098,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190530,1216303.72059,-0.0059776836,-0.0075953785,0.0016176949,0,160,0.01875,-0.0060472669,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190531,1213784.10759,-0.0020715328,-0.0019134783,-0.0001580544,0,160,0.0125,-0.0016264943,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190603,1228325.579321,0.0119802786,-0.0077898274,0.019770106,0,160,0.05,-0.0082400607,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190604,1218567.753361,-0.0079440062,-0.0094465289,0.0015025228,0,160,0.05625,-0.0090038291,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190605,1228037.338594,0.0077710781,-0.0004950759,0.008266154,0,160,0.0125,-0.000890248,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190606,1205711.527564,-0.0181800751,-0.010666926,-0.0075131491,0,160,0.06875,-0.0090918431,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190610,1209595.921718,0.0032216613,0.0054783937,-0.0022567324,0,160,0.0,0.0048654701,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190611,1219338.639674,0.0080545228,0.0186875296,-0.0106330068,0,160,0.0,0.0177092704,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190612,1219938.512434,0.0004919657,-0.0036223023,0.0041142679,0,160,0.01875,-0.0034926555,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190613,1219005.128795,-0.0007651071,0.0007140262,-0.0014791333,0,160,0.00625,0.0003720098,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190614,1214138.089827,-0.0039926321,-0.0079766521,0.00398402,0,160,0.03125,-0.0072088513,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190617,1214624.858827,0.0004009173,-0.0014477502,0.0018486676,0,159,0.0062893082,-0.001817687,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190618,1211363.323961,-0.0026852199,-0.0008743575,-0.0018108624,0,160,0.0,-0.000576226,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190619,1215153.346961,0.0031287252,0.0068029739,-0.0036742486,0,160,0.00625,0.0063231453,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190620,1224602.937961,0.0077764597,0.0117942754,-0.0040178157,0,160,0.0,0.0115896314,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190621,1232381.220961,0.0063516776,0.0094656709,-0.0031139933,0,160,0.00625,0.0098252168,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190624,1229155.213746,-0.0026177023,-0.0019660914,-0.000651611,0,161,0.0062111801,-0.0005809693,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190625,1224984.299746,-0.0033933176,-0.0050215733,0.0016282557,0,161,0.0248447205,-0.0047054643,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190626,1227417.608746,0.0019864002,0.0032181197,-0.0012317196,0,161,0.0062111801,0.0031727609,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190627,1229628.308746,0.0018010985,0.006868929,-0.0050678305,0,162,0.012345679,0.0059559727,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190628,1228225.999544,-0.0011404334,-0.0002861209,-0.0008543125,0,162,0.0185185185,-0.0001361665,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190701,1240309.241522,0.009837963,0.0172029711,-0.0073650081,0,164,0.0,0.0156271957,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190702,1241605.127256,0.0010448086,-0.0025374215,0.00358223,0,164,0.012195122,-0.0004467644,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190703,1236496.072256,-0.0041148791,-0.0050933452,0.0009784661,0,164,0.0426829268,-0.0039737906,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190704,1237684.167256,0.0009608563,-0.0008760823,0.0018369385,0,165,0.0181818182,-0.0002287775,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190705,1237647.1138,-2.99377e-05,-0.0027949411,0.0027650034,0,165,0.0303030303,-0.0004122165,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190708,1225518.4878,-0.0097997449,-0.0121000383,0.0023002934,0,166,0.0602409639,-0.0116211572,1
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190709,1225877.209109,0.0002927098,-0.0008781252,0.0011708351,0,166,0.0120481928,-0.0005711349,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190710,1223733.571706,-0.0017486559,-0.0034055889,0.001656933,0,167,0.0239520958,-0.0025607384,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190711,1223565.940168,-0.0001369837,-0.0007026735,0.0005656898,0,168,0.005952381,-0.0001473418,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190712,1223889.772928,0.0002646631,0.0019434796,-0.0016788165,0,168,0.005952381,0.0019288395,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190715,1226724.720126,0.0023163419,0.0018838943,0.0004324476,0,169,0.0,0.0019080658,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190716,1227645.009126,0.0007502001,0.0011875868,-0.0004373867,0,169,0.0,0.0010046863,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190717,1229171.247448,0.0012432245,0.0027277615,-0.0014845371,0,168,0.0,0.0024303081,0
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1_confirmm0p005,2019,2019,20190718,1221571.212448,-0.0061830563,-0.0063414859,0.0001584297,0,168,0.0357142857,-0.0058179309,1
