trade_date,n_bonds,valid_returns,pool_mean_return,pool_median_return,min_bond_return,median_bond_return,drop_share_0p03,drop_share_0p05,missing_return_ratio
20221123,455,455,-0.0007392790492554217,-0.0009308229320922345,-0.1159227467811158,-0.0009308229320922345,0.013186813186813187,0.008791208791208791,0.0
20221124,456,455,0.006293356825643249,0.0033805682146810234,-0.047338294218660426,0.0033805682146810234,0.006578947368421052,0.0,0.002192982456140302
20221125,457,456,-0.0034496057066706336,-0.0009350253097127892,-0.10026246719160103,-0.0009350253097127892,0.0525164113785558,0.0087527352297593,0.002188183807439792
20221128,458,457,-0.002559818926213756,-0.00379095372829652,-0.03916083916083912,-0.00379095372829652,0.002183406113537118,0.0,0.0021834061135370675
20221129,458,458,0.011087774716357386,0.008490074828990002,-0.06834598085344845,0.008490074828990002,0.008733624454148471,0.002183406113537118,0.0
20221130,458,458,0.0026468708893921697,0.0012479353412163663,-0.07126792758913103,0.0012479353412163663,0.006550218340611353,0.002183406113537118,0.0
20221201,458,457,0.007856624214357389,0.005404063205417531,-0.05626939496437788,0.005404063205417531,0.013100436681222707,0.002183406113537118,0.0021834061135370675
20221202,458,458,0.003177259096987932,0.0014892376662513085,-0.03762101053693201,0.0014892376662513085,0.008733624454148471,0.0,0.0
20221205,458,458,0.003964483537393506,0.003966105181698931,-0.14050040500404992,0.003966105181698931,0.015283842794759825,0.002183406113537118,0.0
20221206,458,458,-0.0021350324611018254,-0.0022353638494598815,-0.07799352750809074,-0.0022353638494598815,0.019650655021834062,0.008733624454148471,0.0
20221207,458,457,-0.0037760267864177773,-0.004179950988025594,-0.05606849315068496,-0.004179950988025594,0.015283842794759825,0.002183406113537118,0.0021834061135370675
20221208,458,458,-0.004932158217014893,-0.004268988114777772,-0.046823927569349943,-0.004268988114777772,0.028384279475982533,0.0,0.0
20221209,459,458,0.00016111830586845223,-0.0009019400467556449,-0.04237159957650005,-0.0009019400467556449,0.004357298474945534,0.0,0.002178649237472796
20221212,462,459,-0.0021791448635970056,-0.0033071226274034027,-0.0585154895202209,-0.0033071226274034027,0.006493506493506494,0.0021645021645021645,0.00649350649350644
20221213,461,461,-0.008483670446268443,-0.007079295002241914,-0.0981838015498605,-0.007079295002241914,0.0650759219088937,0.010845986984815618,0.0
20221214,462,461,-0.007383018370655899,-0.0063415383564917605,-0.10483609217786438,-0.0063415383564917605,0.032467532467532464,0.015151515151515152,0.0021645021645021467
20221215,463,462,0.0013111370359389471,0.001015394056384622,-0.18835465372739302,0.001015394056384622,0.01079913606911447,0.0064794816414686825,0.002159827213822907
20221216,464,462,-0.010357770670135224,-0.006541576548369399,-0.1202787405058624,-0.006541576548369399,0.07974137931034483,0.03017241379310345,0.004310344827586188
20221219,464,463,-0.01092000830482654,-0.009560646855006127,-0.11252383979656722,-0.009560646855006127,0.040948275862068964,0.015086206896551725,0.0021551724137931494
20221220,463,463,-0.0027819472695344927,-0.0027649769585252892,-0.04376230128690384,-0.0027649769585252892,0.017278617710583154,0.0,0.0
20221221,462,462,-0.0010882757618709841,-0.0016420127108093818,-0.051431808570904236,-0.0016420127108093818,0.006493506493506494,0.004329004329004329,0.0
20221222,465,463,-0.0052556350869220544,-0.0047668217887605335,-0.14892528147389983,-0.0047668217887605335,0.04086021505376344,0.002150537634408602,0.004301075268817178
20221223,466,465,-0.005557848805204179,-0.004336513443191636,-0.10932006010518402,-0.004336513443191636,0.034334763948497854,0.015021459227467811,0.0021459227467811592
20221226,466,466,0.011363128274759845,0.006569233197240454,-0.09953226289440276,0.006569233197240454,0.006437768240343348,0.004291845493562232,0.0
20221227,466,466,0.007850132184497004,0.006541500299794278,-0.10254596888260259,0.006541500299794278,0.017167381974248927,0.004291845493562232,0.0
20221228,466,466,-0.004285419334674305,-0.0037380439719326697,-0.07275803722504226,-0.0037380439719326697,0.030042918454935622,0.002145922746781116,0.0
20221229,466,466,-0.004262649551737829,-0.004473842307178066,-0.07898186065779733,-0.004473842307178066,0.01072961373390558,0.006437768240343348,0.0
20221230,465,465,-0.0006633822335937406,-0.0005231830761647238,-0.08033540708682718,-0.0005231830761647238,0.012903225806451613,0.002150537634408602,0.0
20230103,464,464,0.010203359461634077,0.0065206826542106855,-0.03784340659340657,0.0065206826542106855,0.0021551724137931034,0.0,0.0
20230104,465,463,0.0035553033704850273,0.0031532142828631926,-0.05848623853210999,0.0031532142828631926,0.012903225806451613,0.002150537634408602,0.004301075268817178
20230105,465,465,0.009700664095335439,0.006947095831742578,-0.0980133416442317,0.006947095831742578,0.0064516129032258064,0.002150537634408602,0.0
20230106,467,465,0.005373462710730984,0.0025525443979796947,-0.07071894914559518,0.0025525443979796947,0.01284796573875803,0.004282655246252677,0.004282655246252709
