name,description,period,start,end,haircut_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score
baseline_no_haircut,当前主策略估值，不调整期权价值,2019,20190101,20191231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.379211,0.171845,-0.107991,0.5854,164,244,0.144847
baseline_no_haircut,当前主策略估值，不调整期权价值,2020,20200101,20201231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.090593,-0.19476,-0.179066,0.2933,75,243,-0.239526
baseline_no_haircut,当前主策略估值，不调整期权价值,2021,20210101,20211231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.06207,-0.059628,-0.092588,0.5583,120,243,-0.082775
baseline_no_haircut,当前主策略估值，不调整期权价值,2022,20220101,20221231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.154715,0.007306,-0.182667,0.3235,170,242,-0.038361
baseline_no_haircut,当前主策略估值，不调整期权价值,2023,20230101,20231231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.060919,-0.033299,-0.143572,0.354,161,242,-0.069192
baseline_no_haircut,当前主策略估值，不调整期权价值,2024,20240101,20241231,"{""description"": ""\u5f53\u524d\u4e3b\u7b56\u7565\u4f30\u503c\uff0c\u4e0d\u8c03\u6574\u671f\u6743\u4ef7\u503c"", ""mode"": ""none"", ""name"": ""baseline_no_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.010761,-0.006403,-0.176414,0.4542,251,242,-0.050506
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2019,20190101,20191231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.275654,0.068288,-0.127174,0.6201,179,244,0.036494
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2020,20200101,20201231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.089675,-0.193841,-0.175029,0.2785,79,243,-0.237598
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2021,20210101,20211231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.082218,-0.03948,-0.080369,0.64,150,243,-0.059572
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2022,20220101,20221231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.095104,0.066917,-0.116573,0.4233,215,242,0.037774
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2023,20230101,20231231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.062036,-0.034416,-0.124479,0.42,200,242,-0.065536
ratio_1p4_weight_0p75,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.75,2024,20240101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.004923,-0.000565,-0.170413,0.4572,269,242,-0.043168
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2019,20190101,20191231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.263581,0.056215,-0.138766,0.6304,184,244,0.021524
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2020,20200101,20201231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.073357,-0.177523,-0.158818,0.4157,89,243,-0.217227
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2021,20210101,20211231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.107325,-0.014373,-0.105379,0.7021,141,243,-0.040718
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2022,20220101,20221231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.001215,0.160806,-0.083577,0.4818,220,242,0.139912
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2023,20230101,20231231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.036872,-0.009253,-0.098641,0.5,236,242,-0.033913
ratio_1p4_weight_0p5,期权型低估且价格/债底 > 1.4 时，期权价值乘以 0.5,2024,20240101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio"", ""name"": ""ratio_1p4_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.4}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.011832,0.016191,-0.167351,0.4784,278,242,-0.025647
ratio_1p5_weight_0p75,期权型低估且价格/债底 > 1.5 时，期权价值乘以 0.75,2019,20190101,20191231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p5_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.237864,0.030498,-0.136812,0.6104,154,244,-0.003705
ratio_1p5_weight_0p75,期权型低估且价格/债底 > 1.5 时，期权价值乘以 0.75,2020,20200101,20201231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p5_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.086449,-0.190616,-0.173632,0.3585,106,243,-0.234024
ratio_1p5_weight_0p75,期权型低估且价格/债底 > 1.5 时，期权价值乘以 0.75,2021,20210101,20211231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p5_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.083104,-0.038594,-0.080092,0.6667,144,243,-0.058617
ratio_1p5_weight_0p75,期权型低估且价格/债底 > 1.5 时，期权价值乘以 0.75,2022,20220101,20221231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p5_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.081249,0.080772,-0.126771,0.3804,184,242,0.049079
ratio_1p5_weight_0p75,期权型低估且价格/债底 > 1.5 时，期权价值乘以 0.75,2023,20230101,20231231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.75"", ""mode"": ""ratio"", ""name"": ""ratio_1p5_weight_0p75"", ""option_weight"": 0.75, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.066615,-0.038996,-0.135233,0.3799,179,242,-0.072804
