name,kind,leave_year,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2024_excess,y2024_total,y2024_dd,y2024_trades,selection_avg_excess,replay_2019_excess,replay_2020_excess,replay_2021_excess,replay_2022_excess,replay_2023_excess,replay_2024_excess,regime_lookback_days,regime_risk_threshold,regime_risk_recovery_days,regime_risk_switch_hurdle_pct,y2019_risk_days,y2020_risk_days,y2021_risk_days,y2022_risk_days,y2023_risk_days,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,selected_passes,selected_total,adoption_pass
selfpnl_lb20_thr0p01_rec3_h0p05,candidate,,0.152407,0.359773,-0.104509,146,-0.158051,-0.053884,-0.153829,91,-0.023548,0.09815,-0.088886,124,0.038281,-0.12374,-0.155403,172,-0.029181,-0.0568,-0.136926,140,0.01897,0.014612,-0.156599,235,,,,,,,,20,0.01,3,0.05,113,185,168,157,177,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb20_thr0p01_rec3_h0p08,candidate,,0.141315,0.348681,-0.105043,146,-0.160088,-0.055921,-0.154962,86,-0.007904,0.113794,-0.088886,118,0.037246,-0.124776,-0.155729,161,-0.030902,-0.058521,-0.141948,128,0.047004,0.042646,-0.152135,214,,,,,,,,20,0.01,3,0.08,113,185,168,157,177,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb20_thr0p01_rec3_h0p1,candidate,,0.146602,0.353968,-0.110621,142,-0.158703,-0.054536,-0.15383,85,-0.021395,0.100303,-0.088886,95,0.036232,-0.125789,-0.157797,158,-0.029419,-0.057039,-0.137531,119,0.042165,0.037807,-0.153941,209,,,,,,,,20,0.01,3,0.1,113,185,168,157,177,154,2,0,"{""name"": ""selfpnl_lb20_thr0p01_rec3_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thrm0p02_rec1_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.15741,-0.053244,-0.152793,101,-0.035897,0.085801,-0.088886,135,0.029593,-0.132428,-0.160267,198,-0.028387,-0.056006,-0.140679,160,0.028798,0.024439,-0.170638,256,,,,,,,,60,-0.02,1,0.05,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec1_h0p08,candidate,,0.152012,0.359378,-0.107737,152,-0.158782,-0.054615,-0.153475,98,-0.028949,0.09275,-0.088886,115,0.030498,-0.131523,-0.159384,195,-0.028682,-0.056301,-0.14024,157,0.03825,0.033892,-0.16705,251,,,,,,,,60,-0.02,1,0.08,17,129,117,66,63,54,2,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec1_h0p1,candidate,,0.152012,0.359378,-0.107737,152,-0.153884,-0.049717,-0.150125,89,-0.044213,0.077485,-0.088886,118,0.036911,-0.12511,-0.156275,193,-0.029347,-0.056966,-0.140838,155,0.036359,0.032001,-0.169319,251,,,,,,,,60,-0.02,1,0.1,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec2_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.1469,-0.042733,-0.145186,84,-0.035897,0.085801,-0.088886,135,0.029249,-0.132772,-0.160598,197,-0.029927,-0.057546,-0.141429,161,0.028854,0.024496,-0.170567,256,,,,,,,,60,-0.02,2,0.05,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec2_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec2_h0p08,candidate,,0.152012,0.359378,-0.107737,152,-0.148742,-0.044575,-0.145583,84,-0.028949,0.09275,-0.088886,115,0.030629,-0.131392,-0.159257,195,-0.029429,-0.057048,-0.14095,156,0.039398,0.03504,-0.166296,250,,,,,,,,60,-0.02,2,0.08,17,129,117,66,63,54,2,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec2_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec2_h0p1,candidate,,0.152012,0.359378,-0.107737,152,-0.14929,-0.045123,-0.145574,86,-0.044213,0.077485,-0.088886,118,0.036817,-0.125204,-0.156275,193,-0.030227,-0.057847,-0.141678,155,0.036358,0.032,-0.16932,251,,,,,,,,60,-0.02,2,0.1,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec3_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.151859,-0.047692,-0.149271,87,-0.035897,0.085801,-0.088886,135,0.027581,-0.13444,-0.163146,189,-0.029927,-0.057546,-0.141429,161,0.028854,0.024496,-0.170567,256,,,,,,,,60,-0.02,3,0.05,17,129,117,66,63,54,0,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec3_h0p08,candidate,,0.152012,0.359378,-0.107737,152,-0.152423,-0.048256,-0.149778,86,-0.028949,0.09275,-0.088886,115,0.02541,-0.136611,-0.165246,186,-0.030041,-0.057661,-0.141503,156,0.031054,0.026696,-0.154408,248,,,,,,,,60,-0.02,3,0.08,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p02_rec3_h0p1,candidate,,0.152012,0.359378,-0.107737,152,-0.147997,-0.043831,-0.146198,85,-0.044213,0.077485,-0.088886,118,0.043035,-0.118986,-0.156275,184,-0.030408,-0.058028,-0.14184,155,0.031549,0.02719,-0.154539,247,,,,,,,,60,-0.02,3,0.1,17,129,117,66,63,54,1,0,"{""name"": ""selfpnl_lb60_thrm0p02_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",,,
selfpnl_lb60_thrm0p01_rec1_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.147839,-0.043672,-0.145442,78,-0.035897,0.085801,-0.088886,135,0.029249,-0.132772,-0.160598,197,-0.029927,-0.057546,-0.141429,161,0.036235,0.031877,-0.164068,254,,,,,,,,60,-0.01,1,0.05,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec1_h0p08,candidate,,0.148196,0.355562,-0.107737,152,-0.148824,-0.044657,-0.145442,78,-0.028949,0.09275,-0.088886,115,0.030629,-0.131392,-0.159257,195,-0.029755,-0.057374,-0.141258,154,0.036009,0.031651,-0.147703,243,,,,,,,,60,-0.01,1,0.08,33,156,124,70,78,81,2,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec1_h0p1,candidate,,0.137595,0.344961,-0.107737,151,-0.148028,-0.043861,-0.145833,79,-0.044213,0.077485,-0.088886,118,0.036817,-0.125204,-0.156275,193,-0.030267,-0.057887,-0.141705,153,0.031578,0.027219,-0.15214,241,,,,,,,,60,-0.01,1,0.1,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec2_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.140401,-0.036234,-0.144266,79,-0.035897,0.085801,-0.088886,135,0.027581,-0.13444,-0.163146,189,-0.029889,-0.057509,-0.141391,160,0.036235,0.031877,-0.164068,254,,,,,,,,60,-0.01,2,0.05,33,156,124,70,78,81,0,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec2_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec2_h0p08,candidate,,0.148196,0.355562,-0.107737,152,-0.143757,-0.039591,-0.14522,78,-0.028949,0.09275,-0.088886,115,0.02541,-0.136611,-0.165246,186,-0.029628,-0.057248,-0.141199,154,0.036002,0.031643,-0.147703,241,,,,,,,,60,-0.01,2,0.08,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec2_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec2_h0p1,candidate,,0.139084,0.34645,-0.107737,151,-0.143757,-0.039591,-0.14522,78,-0.044213,0.077485,-0.088886,118,0.043035,-0.118986,-0.156275,184,-0.030297,-0.057917,-0.141795,153,0.030524,0.026166,-0.15214,238,,,,,,,,60,-0.01,2,0.1,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec3_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.140401,-0.036234,-0.144266,79,-0.035897,0.085801,-0.088886,135,0.027581,-0.13444,-0.163146,189,-0.029889,-0.057509,-0.141391,160,0.036235,0.031877,-0.164068,254,,,,,,,,60,-0.01,3,0.05,33,156,124,70,78,81,0,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec3_h0p08,candidate,,0.148624,0.355989,-0.107737,152,-0.143757,-0.039591,-0.14522,78,-0.028949,0.09275,-0.088886,115,0.02541,-0.136611,-0.165246,186,-0.029836,-0.057456,-0.141372,155,0.036002,0.031643,-0.147703,241,,,,,,,,60,-0.01,3,0.08,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thrm0p01_rec3_h0p1,candidate,,0.139084,0.34645,-0.107737,151,-0.148321,-0.044154,-0.14806,79,-0.044213,0.077485,-0.088886,118,0.043051,-0.11897,-0.156275,184,-0.030562,-0.058182,-0.14203,154,0.030524,0.026166,-0.15214,238,,,,,,,,60,-0.01,3,0.1,33,156,124,70,78,81,1,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",,,
selfpnl_lb60_thr0_rec1_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.142468,-0.038301,-0.145226,79,-0.035897,0.085801,-0.088886,135,0.022393,-0.139628,-0.168177,190,-0.032006,-0.059626,-0.141716,158,0.026369,0.022011,-0.154111,253,,,,,,,,60,0.0,1,0.05,53,176,138,80,95,93,0,0,"{""name"": ""selfpnl_lb60_thr0_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec1_h0p08,candidate,,0.1463,0.353666,-0.107737,151,-0.146805,-0.042638,-0.148382,78,-0.028949,0.09275,-0.088886,115,0.021713,-0.140308,-0.168861,186,-0.031355,-0.058975,-0.141117,152,0.033273,0.028914,-0.150022,240,,,,,,,,60,0.0,1,0.08,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec1_h0p1,candidate,,0.133211,0.340577,-0.107737,151,-0.146805,-0.042638,-0.148382,78,-0.044213,0.077485,-0.088886,118,0.053444,-0.108577,-0.156275,182,-0.039666,-0.067286,-0.143216,150,0.026893,0.022535,-0.155055,239,,,,,,,,60,0.0,1,0.1,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec2_h0p05,candidate,,0.152012,0.359378,-0.107737,152,-0.142468,-0.038301,-0.145226,79,-0.033183,0.088515,-0.088886,135,0.021925,-0.140096,-0.168636,190,-0.032486,-0.060105,-0.142228,157,0.02557,0.021212,-0.154111,253,,,,,,,,60,0.0,2,0.05,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec2_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec2_h0p08,candidate,,0.1463,0.353666,-0.107737,151,-0.146805,-0.042638,-0.148382,78,-0.027907,0.093791,-0.088886,112,0.021591,-0.14043,-0.168981,185,-0.031837,-0.059456,-0.141595,153,0.035056,0.030697,-0.150022,240,,,,,,,,60,0.0,2,0.08,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec2_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec2_h0p1,candidate,,0.133211,0.340577,-0.107737,151,-0.142934,-0.038767,-0.144576,77,-0.037346,0.084352,-0.088886,106,0.050254,-0.111767,-0.156275,181,-0.040342,-0.067961,-0.143835,148,0.029034,0.024676,-0.155055,236,,,,,,,,60,0.0,2,0.1,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec3_h0p05,candidate,,0.152032,0.359398,-0.107732,153,-0.142468,-0.038301,-0.145226,79,-0.033183,0.088515,-0.088886,135,0.021925,-0.140096,-0.168636,190,-0.029865,-0.057484,-0.141064,153,0.02557,0.021212,-0.154111,253,,,,,,,,60,0.0,3,0.05,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec3_h0p08,candidate,,0.146351,0.353716,-0.107732,151,-0.146805,-0.042638,-0.148382,78,-0.027907,0.093791,-0.088886,112,0.021591,-0.14043,-0.168981,185,-0.029793,-0.057412,-0.141004,146,0.033472,0.029114,-0.150022,240,,,,,,,,60,0.0,3,0.08,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0_rec3_h0p1,candidate,,0.132836,0.340202,-0.107732,151,-0.142934,-0.038767,-0.144576,77,-0.037346,0.084352,-0.088886,106,0.050245,-0.111777,-0.156275,181,-0.03168,-0.059299,-0.142937,143,0.031,0.026641,-0.155055,236,,,,,,,,60,0.0,3,0.1,53,176,138,80,95,93,1,0,"{""name"": ""selfpnl_lb60_thr0_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.0}",,,
selfpnl_lb60_thr0p01_rec1_h0p05,candidate,,0.140524,0.347889,-0.107732,150,-0.142468,-0.038301,-0.145226,79,-0.033183,0.088515,-0.088886,135,0.036147,-0.125874,-0.156165,159,-0.027026,-0.054646,-0.140075,151,0.028741,0.024383,-0.152359,250,,,,,,,,60,0.01,1,0.05,78,182,151,101,133,110,3,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec1_h0p08,candidate,,0.139387,0.346753,-0.107732,149,-0.146805,-0.042638,-0.148382,78,-0.029511,0.092188,-0.088886,112,0.03677,-0.125251,-0.156634,157,-0.025765,-0.053385,-0.139977,143,0.046632,0.042274,-0.149493,235,,,,,,,,60,0.01,1,0.08,78,182,151,101,133,110,3,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec1_h0p1,candidate,,0.10713,0.314495,-0.107732,153,-0.142934,-0.038767,-0.144576,77,-0.034405,0.087294,-0.088886,119,0.030552,-0.131469,-0.160711,160,-0.028582,-0.056202,-0.141922,140,0.051334,0.046975,-0.156197,230,,,,,,,,60,0.01,1,0.1,78,182,151,101,133,110,1,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec2_h0p05,candidate,,0.122496,0.329862,-0.107723,158,-0.142468,-0.038301,-0.145226,79,-0.033183,0.088515,-0.088886,135,0.036147,-0.125874,-0.156165,159,-0.03216,-0.05978,-0.139949,149,0.034769,0.030411,-0.152286,249,,,,,,,,60,0.01,2,0.05,78,182,151,101,133,110,2,0,"{""name"": ""selfpnl_lb60_thr0p01_rec2_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec2_h0p08,candidate,,0.143151,0.350517,-0.107262,149,-0.146805,-0.042638,-0.148382,78,-0.029511,0.092188,-0.088886,112,0.036604,-0.125417,-0.15662,156,-0.031397,-0.059017,-0.140266,141,0.051512,0.047154,-0.149465,233,,,,,,,,60,0.01,2,0.08,78,182,151,101,133,110,2,0,"{""name"": ""selfpnl_lb60_thr0p01_rec2_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec2_h0p1,candidate,,0.134643,0.342009,-0.107262,147,-0.142934,-0.038767,-0.144576,77,-0.034405,0.087294,-0.088886,119,0.030552,-0.131469,-0.160711,160,-0.033693,-0.061313,-0.142218,138,0.040904,0.036546,-0.156125,230,,,,,,,,60,0.01,2,0.1,78,182,151,101,133,110,1,0,"{""name"": ""selfpnl_lb60_thr0p01_rec2_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec3_h0p05,candidate,,0.140735,0.348101,-0.107723,150,-0.142468,-0.038301,-0.145226,79,-0.033183,0.088515,-0.088886,135,0.036147,-0.125874,-0.156165,159,-0.032656,-0.060275,-0.140407,149,0.031937,0.027579,-0.154318,248,,,,,,,,60,0.01,3,0.05,78,182,151,101,133,110,2,0,"{""name"": ""selfpnl_lb60_thr0p01_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec3_h0p08,candidate,,0.12816,0.335526,-0.107262,153,-0.146805,-0.042638,-0.148382,78,-0.029511,0.092188,-0.088886,112,0.036604,-0.125417,-0.15662,156,-0.033625,-0.061245,-0.140274,140,0.061568,0.057209,-0.149209,233,,,,,,,,60,0.01,3,0.08,78,182,151,101,133,110,2,0,"{""name"": ""selfpnl_lb60_thr0p01_rec3_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",,,
selfpnl_lb60_thr0p01_rec3_h0p1,candidate,,0.109727,0.317093,-0.107262,151,-0.142934,-0.038767,-0.144576,77,-0.034405,0.087294,-0.088886,119,0.030552,-0.131469,-0.160711,160,-0.033704,-0.061323,-0.142225,138,0.07983,0.075472,-0.156249,229,,,,,,,,60,0.01,3,0.1,78,182,151,101,133,110,1,0,"{""name"": ""selfpnl_lb60_thr0p01_rec3_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",,,
cv_selected_top1,cv_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0
