name,description,period,start,end,position_scale_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score,spec_run_id,spec_binding_hash
ratio_1p4_and_mny_1p6_scale_0p75,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.75"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p75"", ""position_scale"": 0.75, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.463549,0.191235,-0.265104,0.4701,1021,1456,0.124959,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p4_and_mny_1p6_scale_0p75,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.75"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p75"", ""position_scale"": 0.75, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.672377,0.320112,-0.097762,0.5871,201,323,0.295672,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p4_and_mny_1p6_scale_0p5,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.5"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p5"", ""position_scale"": 0.5, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.375198,0.102883,-0.271825,0.4819,1133,1456,0.034927,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p4_and_mny_1p6_scale_0p5,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.5"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p5"", ""position_scale"": 0.5, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.655517,0.303252,-0.097762,0.5962,208,323,0.278812,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p4_and_mny_1p6_scale_0p25,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.25"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p25"", ""position_scale"": 0.25, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.49095,0.218636,-0.225586,0.5113,1285,1456,0.162239,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p4_and_mny_1p6_scale_0p25,期权型低估且价格/债底 > 1.4 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.4 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.25"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p4_and_mny_1p6_scale_0p25"", ""position_scale"": 0.25, ""ratio_threshold"": 1.4}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.640024,0.287758,-0.097762,0.6157,216,323,0.263318,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p75,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.75,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.75"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p75"", ""position_scale"": 0.75, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.454114,0.181799,-0.27064,0.4681,1002,1456,0.114139,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p75,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.75,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.75"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p75"", ""position_scale"": 0.75, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.672377,0.320112,-0.097762,0.5871,201,323,0.295672,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p5,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.5,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.5"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p5"", ""position_scale"": 0.5, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.284749,0.012434,-0.279113,0.4704,1031,1456,-0.057344,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p5,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.5,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.5"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p5"", ""position_scale"": 0.5, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.655517,0.303252,-0.097762,0.5962,208,323,0.278812,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p25,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.25,train,20190101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.25"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p25"", ""position_scale"": 0.25, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.369231,0.096917,-0.251007,0.5102,1131,1456,0.034165,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
ratio_1p5_and_mny_1p6_scale_0p25,期权型低估且价格/债底 > 1.5 且正股/转股价 > 1.6 时，买入金额和排序金额乘以 0.25,test,20250101,20260508,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u4e14\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u4e58\u4ee5 0.25"", ""mode"": ""ratio_and_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_and_mny_1p6_scale_0p25"", ""position_scale"": 0.25, ""ratio_threshold"": 1.5}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.640024,0.287758,-0.097762,0.6157,216,323,0.263318,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
progressive_stocklike_position_scale,越像股票、越远离债底，买入金额和排序金额越低,train,20190101,20241231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u8d8a\u4f4e"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_position_scale""}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.658071,0.385756,-0.196165,0.5051,1174,1456,0.336715,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
progressive_stocklike_position_scale,越像股票、越远离债底，买入金额和排序金额越低,test,20250101,20260508,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u4e70\u5165\u91d1\u989d\u548c\u6392\u5e8f\u91d1\u989d\u8d8a\u4f4e"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_position_scale""}","{""candidate_position_scale_enabled"": 1.0, ""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.471048,0.118782,-0.088358,0.5956,272,323,0.096693,cb_arb_value_gap_switch_option-position-sizing_2026-05-18_090016,ff411c20e7323fdb
