bond_code,bond_name,meeting_date,ratio,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,T+16,T+17,T+18,T+19,T+20,T+21,T+22,T+23,T+24,T+25,T+26,T+27,T+28,T+29,T+30,T+31,T+32,T+33,T+34,T+35,T+36,T+37,T+38,T+39,T+40,T+41,T+42,T+43,T+44,T+45,T+46,T+47,T+48,T+49,T+50,T+51,T+52,T+53,T+54,T+55,T+56,T+57,T+58,T+59,T+60
128020,水晶转债,2018-11-02,0.6986899563318778,95.18,94.922,92.0,91.82,91.93,91.7,92.15,92.35,92.401,93.056,93.1,93.55,92.6,93.137,93.02,92.728,92.901,92.998,93.0,93.0,93.1,93.95,93.777,93.55,93.501,93.443,93.1,92.921,92.8,93.0,93.075,92.96,92.779,92.603,92.11,91.779,92.199,91.716,91.723,91.606,91.636,91.785,91.711,92.41,92.8,93.389,93.87,93.87,93.8,93.716,94.23,94.199,93.6,93.949,93.7,93.792,93.3,93.59,93.995,94.0,93.512
128021,兄弟转债,2018-09-20,0.47640249332146034,96.5,100.3,99.2,99.001,97.9,97.6,96.6,96.503,96.76,92.985,92.499,92.41,91.94,92.45,91.752,91.638,93.448,92.272,93.295,92.988,93.265,93.153,93.0,92.65,92.579,93.42,93.399,93.38,94.57,94.2,94.201,94.076,94.7,95.219,96.961,96.99,96.301,94.535,94.606,98.4,98.491,101.4,101.7,101.339,99.0,100.2,103.17,102.985,101.0,101.721,100.23,99.5,98.981,98.02,98.1,97.3,96.73,97.018,96.72,96.893,96.179
128022,众信转债,2019-04-16,0.7206551410373067,110.7,110.7,110.023,110.001,110.793,106.78,106.042,103.04,107.0,103.137,102.85,100.25,99.223,99.5,100.015,101.2,101.207,100.953,102.85,103.103,102.974,100.81,100.791,100.401,100.898,99.28,99.02,99.0,99.0,99.2,99.0,98.4,97.3,97.2,97.38,97.0,98.316,97.994,97.461,96.78,97.199,97.74,98.5,99.6,100.283,99.85,99.8,99.759,100.063,99.91,100.05,100.109,100.09,100.112,100.201,99.3,99.548,99.501,99.7,99.9,99.879
128033,迪龙转债,2018-06-26,0.6799698795180723,94.5,94.11,94.431,95.72,95.474,95.808,96.055,96.183,96.2,98.003,97.829,96.181,97.341,97.346,96.7,96.632,98.13,97.81,98.913,98.802,99.002,99.001,98.959,98.903,98.351,98.353,97.1,96.001,95.904,95.851,96.001,95.751,96.621,96.24,96.209,95.851,95.36,95.001,95.1,94.022,94.533,94.8,95.0,95.0,95.94,97.0,96.3,95.67,95.69,95.25,95.931,96.125,95.345,95.46,95.167,95.1,95.001,95.027,95.36,95.251,95.5
128037,岩土转债,2021-06-25,0.39173967459324155,104.15,107.11,107.1,107.78,107.75,106.79,107.35,107.19,107.2,107.25,107.87,108.26,108.7,107.83,108.33,108.41,107.53,107.56,107.47,107.98,107.88,106.84,105.91,104.91,105.3,106.06,107.12,106.9,107.45,107.5,107.5,107.79,107.67,108.0,109.1,108.25,108.83,107.56,108.74,108.26,107.03,107.35,108.15,108.87,109.0,108.03,109.0,109.5,111.0,113.26,113.54,113.49,115.8,116.6,116.17,114.98,116.75,113.8,116.0,113.18,110.97
128038,利欧转债,2018-11-13,0.6254545454545455,93.3,98.78,100.9,103.301,102.701,100.37,100.397,100.997,96.98,95.6,95.55,95.998,95.001,94.749,96.138,96.24,95.88,94.77,94.5,93.83,94.112,93.713,93.935,93.188,92.996,92.608,92.4,92.14,91.542,91.4,90.481,90.48,90.36,90.35,89.301,89.037,89.28,89.99,89.941,90.23,91.001,93.49,93.639,93.75,93.939,94.99,94.79,93.996,93.0,93.03,92.128,92.72,90.84,90.289,89.693,88.04,89.319,90.2,91.158,91.9,92.288
128044,岭南转债,2024-06-28,0.7216494845360825,75.902,81.836,92.966,90.386,89.19,88.48,87.379,91.93,87.299,90.9,91.072,88.66,97.503,93.054,88.899,82.01,93.559,86.007,88.205,88.8,89.9,89.3,88.768,89.962,93.098,91.6,93.88,92.933,74.346,59.477,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372
128044,岭南转债,2024-05-20,0.6298701298701298,101.045,98.04,80.4,68.999,73.53,72.631,73.69,64.5,67.2,68.998,66.799,60.1,69.4,61.598,65.78,65.325,68.815,69.55,69.462,68.6,74.0,72.893,70.496,64.081,51.265,61.518,73.822,77.0,75.902,81.836,92.966,90.386,89.19,88.48,87.379,91.93,87.299,90.9,91.072,88.66,97.503,93.054,88.899,82.01,93.559,86.007,88.205,88.8,89.9,89.3,88.768,89.962,93.098,91.6,93.88,92.933,74.346,59.477,71.372,71.372,71.372
128044,岭南转债,2021-11-30,0.6135957066189625,118.78,118.99,117.38,117.85,115.89,113.17,115.07,115.26,117.3,117.73,118.01,118.09,123.32,123.01,119.6,122.41,123.5,122.2,122.98,121.4,120.6,120.28,121.1,121.03,124.23,124.14,123.2,123.46,126.46,125.02,127.15,125.29,122.59,123.6,122.06,130.92,132.5,149.8,161.0,135.0,132.56,123.94,121.92,126.46,139.5,135.99,137.58,134.08,129.78,127.74,137.22,131.0,132.9,131.27,128.4,128.85,127.5,127.4,130.6,129.8,128.7
128050,钧达转债,2020-03-13,0.6892890120036934,113.3,113.9,115.999,141.07,125.0,122.6,114.399,117.5,123.2,127.004,121.493,125.3,128.301,129.101,124.99,119.999,120.2,118.977,117.05,114.51,111.4,111.56,112.021,114.788,113.095,114.189,115.3,115.9,114.802,113.05,112.275,111.14,111.735,112.601,112.679,112.19,113.9,113.106,112.986,112.83,111.673,109.903,108.0,107.9,107.603,107.0,107.05,105.811,106.701,112.66,109.55,112.811,115.998,113.55,110.98,110.5,109.1,109.49,109.1,109.185,109.19
128062,亚药转债,2024-07-01,0.7125890736342043,105.85,105.3,104.099,102.21,103.886,102.5,102.6,102.289,103.8,103.796,103.501,103.708,103.71,102.962,103.777,103.423,103.402,102.536,102.994,103.008,102.9,103.305,104.346,104.15,104.26,104.102,104.368,104.367,104.655,104.527,104.75,104.691,104.848,105.81,109.994,108.5,107.888,108.499,108.001,107.45,107.55,109.81,108.7,108.68,109.467,109.4,109.9,109.975,109.986,109.538,109.539,108.774,108.565,108.268,107.928,107.232,107.58,107.677,107.8,108.999,109.3
128062,亚药转债,2023-07-14,0.7016666666666667,105.65,109.2,109.28,109.35,109.31,109.22,109.27,109.61,110.1,109.9,110.3,110.68,110.16,109.68,110.23,109.94,109.04,109.0,109.69,110.02,110.15,110.04,116.95,113.66,115.29,113.45,112.09,110.99,111.38,111.39,111.29,111.8,114.7,114.07,114.3,113.81,113.6,113.73,113.31,112.2,111.76,113.16,113.8,112.89,112.88,113.25,113.36,113.15,112.76,112.48,113.18,113.4,112.7,113.36,113.6,112.95,112.57,112.8,113.0,113.26,112.99
128062,亚药转债,2023-03-31,0.7058823529411765,110.88,108.11,108.2,108.33,108.43,108.31,108.07,107.84,107.55,107.58,107.49,107.29,106.88,106.52,105.7,105.46,105.34,105.5,106.35,106.7,106.6,105.98,105.44,104.74,103.78,103.9,101.33,102.19,103.26,104.08,104.18,103.71,103.69,103.39,102.9,102.9,103.24,102.47,101.96,101.9,101.75,102.78,102.73,102.53,103.2,103.15,102.71,102.88,102.25,102.12,101.7,101.86,101.55,101.5,101.25,101.27,101.46,101.5,102.3,103.12,102.8
128062,亚药转债,2022-09-08,0.5230769230769231,112.76,106.0,106.48,106.35,106.15,105.55,105.2,104.6,104.4,104.08,103.41,103.01,103.48,103.05,103.02,103.07,102.8,102.89,103.31,103.81,104.75,105.27,105.27,105.01,104.75,104.92,104.29,103.8,104.2,104.0,103.59,104.4,104.77,104.6,104.95,105.56,105.62,105.59,105.58,105.58,105.6,105.85,105.86,105.7,105.2,106.15,106.0,105.78,105.69,106.0,106.1,106.1,106.37,106.5,106.6,106.89,107.17,106.9,106.94,106.8,106.9
128063,未来转债,2024-07-12,0.697265625,116.511,116.46,116.541,115.899,115.62,115.538,115.638,115.45,115.116,114.56,115.004,115.617,115.46,116.4,116.99,115.996,115.745,116.398,116.295,116.588,116.779,116.28,116.192,116.097,116.37,115.75,115.79,115.6,117.8,116.192,115.49,117.015,116.801,117.214,117.87,118.39,118.246,117.955,118.067,117.9,117.313,117.68,117.801,117.779,118.75,117.91,118.0,118.55,118.075,118.179,119.29,118.95,120.149,123.1,130.7,133.932,122.7,122.899,123.49,126.899,128.6
128063,未来转债,2023-09-12,0.6993006993006993,120.57,120.22,120.49,120.71,121.08,121.91,121.4,121.9,122.43,122.2,122.25,122.17,123.0,121.73,121.45,121.21,122.96,121.64,120.92,120.27,119.17,118.77,121.29,119.4,123.55,122.947,123.8,123.455,123.516,123.01,122.436,122.297,122.4,123.409,123.404,124.4,124.146,123.15,123.348,124.292,125.322,125.481,124.339,124.9,124.755,122.828,122.789,122.059,122.68,123.11,123.196,122.28,122.391,122.26,121.912,122.4,122.169,121.76,121.603,121.392,122.2
128072,翔鹭转债,2024-10-14,0.5931677018633541,111.5,114.86,115.485,115.4,117.883,118.5,118.45,118.3,117.397,119.06,120.099,118.153,117.301,118.46,122.2,120.82,122.54,121.432,121.544,120.792,122.96,123.05,121.11,120.571,118.9,117.306,120.078,124.903,126.201,124.101,124.049,122.983,123.399,124.833,136.412,133.2,130.2,128.275,129.3,130.6,130.498,129.551,129.799,130.8,130.33,129.212,125.2,127.229,127.04,126.75,123.19,123.488,121.763,122.527,123.88,122.475,120.0,120.242,121.348,121.72,124.252
128072,翔鹭转债,2024-08-05,0.6359447004608295,104.65,103.39,103.156,102.807,102.909,102.863,102.911,102.861,102.989,102.901,103.47,100.831,101.249,101.31,101.535,102.232,101.702,102.093,102.55,103.009,102.888,102.96,103.3,103.622,103.868,103.8,103.597,103.671,103.35,103.371,102.575,102.712,102.89,103.102,103.618,103.785,104.14,105.388,109.683,112.935,109.944,109.92,110.215,111.5,114.86,115.485,115.4,117.883,118.5,118.45,118.3,117.397,119.06,120.099,118.153,117.301,118.46,122.2,120.82,122.54,121.432
128074,游族转债,2025-03-06,0.5969267139479905,126.188,128.299,127.7,125.23,124.783,124.94,126.458,125.912,124.91,123.99,122.7,121.0,120.6,120.14,120.03,119.8,119.98,119.16,119.8,120.39,120.7,117.12,117.17,119.0,119.6,119.997,120.02,119.35,118.3,119.062,119.088,119.302,119.896,120.02,118.33,118.6,120.167,119.88,119.88,119.5,119.36,119.31,118.612,118.6,118.451,119.4,119.498,120.006,120.201,122.061,125.111,125.14,125.588,133.388,130.0,132.251,136.397,135.785,131.31,134.15,134.31
128083,新北转债,2022-05-13,0.5982532751091703,114.8,115.49,116.4,117.52,117.82,118.78,119.2,116.39,116.84,117.6,117.6,117.06,117.06,119.25,118.0,120.5,120.85,121.49,119.61,121.01,120.76,119.63,120.8,121.1,121.64,122.6,121.9,120.0,120.2,120.5,122.74,123.37,122.4,130.3,135.8,127.31,126.3,126.6,125.56,125.7,124.72,122.51,123.0,126.2,124.9,125.84,125.76,128.71,128.5,128.21,127.08,129.0,130.54,132.48,134.0,135.28,132.62,131.04,132.31,131.56,130.63
128087,孚日转债,2021-04-27,0.7142857142857143,101.0,100.23,100.15,100.3,100.29,100.45,100.3,100.15,100.25,100.97,101.5,100.42,100.66,100.94,100.87,101.1,101.4,101.99,102.49,102.84,102.28,102.55,103.7,103.33,103.6,103.41,103.67,103.09,103.07,102.48,102.8,102.6,101.08,100.99,100.99,102.48,101.92,102.83,103.1,103.34,103.15,103.47,102.87,102.59,102.6,103.3,103.07,103.01,102.9,103.28,103.35,103.89,103.0,102.94,103.55,103.6,103.16,103.5,103.75,103.65,102.17
128095,恩捷转债,2025-02-10,0.4929143561306223,120.868,122.355,122.75,122.75,123.22,122.778,123.001,123.221,123.227,125.05,124.229,123.948,125.8,125.756,124.397,127.646,126.232,126.0,126.7,125.777,125.674,124.915,126.055,126.5,126.945,127.9,127.6,126.369,126.631,123.0,121.354,121.414,121.58,121.716,121.034,120.501,120.82,120.809,120.152,114.998,116.0,116.941,117.886,117.001,117.998,116.544,116.021,116.107,116.393,116.022,116.15,116.15,115.2,115.407,113.06,114.426,114.567,115.394,114.587,115.948,115.404
128100,搜特转债,2021-08-16,0.5586206896551724,95.0,99.86,101.35,101.45,101.1,101.51,101.03,100.67,101.69,101.7,101.84,103.33,105.5,106.75,107.54,106.54,110.0,121.9,116.7,114.95,114.28,111.16,110.6,108.63,105.89,104.99,107.66,105.54,103.73,104.34,102.89,103.51,104.8,104.23,104.0,103.72,102.88,99.65,101.17,101.7,101.97,102.18,102.16,102.23,100.36,99.9,99.16,99.7,100.57,99.65,100.12,100.42,99.85,100.12,101.01,102.5,102.96,103.81,105.15,103.49,103.4
128100,搜特转债,2020-09-09,0.5410447761194029,108.05,106.34,106.27,106.39,106.8,106.35,106.25,106.6,106.22,106.8,106.36,105.29,104.6,102.23,103.5,103.1,104.84,105.74,105.75,105.99,105.52,105.61,105.65,106.5,106.4,106.49,105.61,104.8,105.2,104.93,104.58,103.05,102.6,102.46,102.68,102.85,103.09,104.02,103.6,102.9,102.75,102.24,101.88,101.8,102.0,101.7,101.6,102.18,102.32,102.41,102.1,101.8,101.75,101.68,102.08,102.07,101.48,100.69,100.27,99.0,98.7
128108,蓝帆转债,2024-05-20,0.7006726457399103,99.75,98.355,97.849,97.516,96.822,97.299,97.124,96.499,96.141,94.69,93.0,92.761,93.3,92.177,92.648,93.471,93.874,93.939,93.4,91.998,87.609,81.0,81.012,84.099,86.913,85.88,92.575,87.513,91.083,91.345,91.687,89.974,89.459,89.914,87.651,87.2,87.1,88.809,87.769,88.219,87.844,87.13,86.797,86.487,84.612,84.179,83.08,83.438,84.699,85.32,85.001,85.691,86.11,85.885,85.215,85.651,86.08,86.317,86.15,86.15,86.86
128114,正邦转债,2022-12-14,0.7154605263157894,103.8,104.83,103.73,100.6,97.25,98.15,104.14,100.88,102.05,103.03,101.66,100.0,101.0,100.59,100.71,100.6,100.28,100.62,99.99,99.8,99.04,99.09,100.41,100.26,93.77,93.73,94.3,95.0,93.66,93.88,93.45,93.05,92.49,92.29,92.15,92.4,94.04,93.9,93.94,94.24,94.33,94.55,96.66,97.03,97.1,96.85,96.94,95.65,95.2,96.0,95.75,96.46,96.78,96.4,96.46,94.76,93.8,92.6,93.59,93.24,92.23
128114,正邦转债,2022-05-20,0.4116452268111036,106.33,112.4,111.35,112.36,112.0,111.2,111.7,113.81,113.0,112.25,112.72,113.67,114.01,105.2,102.88,103.09,104.22,106.59,108.0,106.84,121.0,111.1,109.35,109.25,108.73,109.94,110.1,108.43,108.39,108.94,118.55,118.7,119.99,121.7,124.0,121.8,119.1,118.88,118.03,115.39,113.27,113.56,113.97,113.76,113.44,110.7,111.8,111.33,111.8,112.2,111.29,110.07,109.5,109.34,109.45,109.6,109.46,109.39,109.89,110.11,110.95
128116,瑞达转债,2025-07-02,0.7205623901581723,122.111,123.7,124.3,124.866,125.942,126.251,127.339,133.15,130.108,130.388,132.3,132.5,131.43,133.0,132.176,132.029,133.6,135.755,133.745,132.2,131.039,130.274,130.3,129.807,131.525,132.33,132.27,131.843,133.881,134.806,139.5,138.2,140.5,143.5,143.17,141.53,141.652,145.55,144.709,143.388,139.461,136.275,134.612,130.881,130.881,129.0,128.199,130.981,131.258,129.2,128.021,130.289,131.632,129.65,129.765,132.0,129.727,127.908,127.2,125.688,126.66
128117,道恩转债,2025-02-07,0.4228694714131607,124.189,127.849,128.232,128.301,127.9,128.116,128.288,126.533,127.802,133.504,136.0,133.262,135.6,136.213,135.0,134.474,132.0,133.17,132.496,135.238,136.257,135.1,132.698,132.443,131.637,138.5,137.8,137.1,145.134,141.299,136.2,134.58,138.46,135.761,152.008,144.2,143.13,148.7,143.808,134.626,128.5,129.5,132.8,134.0,141.541,142.3,139.3,133.3,137.715,134.34,136.87,135.849,135.488,134.414,130.4,129.15,131.018,132.599,134.9,135.855,
128118,瀛通转债,2024-08-05,0.45660377358490567,113.36,118.0,118.392,117.203,118.992,117.016,118.545,139.092,124.992,120.99,119.7,118.149,119.694,117.551,118.471,120.599,117.28,122.5,121.5,127.2,123.95,122.504,120.98,120.801,118.6,119.5,124.151,121.352,121.0,118.717,119.679,120.92,121.22,120.802,123.226,125.999,127.566,128.6,134.85,145.999,131.894,136.558,132.0,133.96,131.394,131.8,132.97,134.001,136.6,136.802,133.9,132.66,132.1,132.9,131.099,131.6,129.4,126.02,128.1,130.0,129.95
128119,龙大转债,2026-02-11,0.45161290322580644,120.002,121.1,120.944,120.0,120.191,119.611,119.263,118.767,116.398,116.455,116.517,116.88,116.7,116.882,116.686,116.147,115.778,116.0,114.835,114.1,113.845,102.6,99.52,101.073,103.461,102.01,102.099,99.894,98.0,100.479,85.828,86.702,88.306,89.049,87.07,86.609,85.959,86.766,86.919,94.027,93.52,94.8,92.33,93.48,93.137,93.722,,,,,,,,,,,,,,,
128120,联诚转债,2024-03-06,0.6697247706422018,120.0,122.75,123.25,123.999,124.5,125.5,125.28,127.7,129.0,128.865,129.901,129.5,128.4,127.63,128.59,124.485,126.339,128.4,129.888,130.26,131.461,129.04,130.1,128.84,130.619,128.21,122.996,117.056,121.0,121.156,119.135,116.588,117.56,120.4,120.8,122.411,123.412,123.221,125.733,126.365,124.5,125.64,125.72,123.0,123.1,122.531,123.58,123.198,123.697,122.8,121.599,119.799,120.432,120.354,120.0,120.43,120.8,121.907,119.249,117.999,117.567
128131,崇达转2,2024-12-06,0.6165279429250892,118.3,118.601,121.43,122.5,123.202,121.609,120.58,119.704,120.261,121.673,123.489,121.539,121.963,123.4,124.819,123.671,123.73,121.6,119.904,118.888,118.733,121.063,121.0,123.777,123.305,122.726,124.589,124.562,123.272,125.87,125.7,126.483,126.976,125.088,124.95,124.199,126.068,130.198,128.732,130.457,129.3,130.89,129.788,130.0,131.101,130.45,134.06,134.903,137.4,135.005,132.74,136.222,132.0,129.822,128.22,128.999,130.17,132.161,132.061,130.589,131.587
128132,交建转债,2024-01-10,0.7174031642116749,115.29,117.259,116.85,118.2,117.7,115.5,115.172,115.639,112.021,113.574,113.71,116.68,118.3,117.86,116.72,114.785,113.554,112.967,110.597,114.159,113.01,115.019,116.889,117.0,119.0,118.44,118.091,118.07,118.978,116.768,118.0,117.988,116.885,115.09,115.337,114.5,114.687,115.129,115.7,115.303,115.219,115.33,117.25,117.054,117.932,117.745,116.752,116.342,115.508,113.911,114.3,114.332,116.2,115.912,115.398,114.302,115.057,114.502,116.31,116.057,116.259
128134,鸿路转债,2026-02-25,0.6854738154613467,131.45,135.8,135.6,136.601,133.598,134.43,134.056,134.691,134.0,134.82,132.755,134.144,131.638,131.653,128.3,129.358,126.799,125.225,124.111,125.5,128.271,127.905,126.0,124.695,123.38,126.124,123.88,124.147,123.186,126.605,127.7,126.58,124.271,125.691,126.195,126.102,125.9,124.8,124.766,124.0,121.8,122.488,,,,,,,,,,,,,,,,,,,
128138,侨银转债,2024-11-22,0.7191370355573312,120.2,117.6,117.732,118.119,118.45,118.752,119.259,119.758,119.546,119.631,119.64,119.78,120.552,121.626,122.389,122.0,120.3,119.67,119.655,119.851,120.249,119.425,119.434,119.175,119.146,119.405,119.537,119.654,119.515,119.598,119.245,119.62,119.747,119.803,119.95,119.74,120.13,120.5,120.492,120.492,121.634,122.0,121.969,121.728,122.5,122.667,123.1,123.612,123.78,124.502,124.405,124.26,124.74,124.213,125.739,124.362,125.449,125.61,126.442,126.574,125.842
128139,祥鑫转债,2022-01-24,0.7223439211391017,124.87,122.5,124.9,122.0,125.0,123.83,124.78,126.18,125.3,123.99,119.3,118.5,120.36,122.78,123.0,125.0,125.1,128.41,127.31,127.24,128.0,127.8,127.4,125.7,126.0,120.8,118.96,115.8,121.2,118.2,117.25,115.61,118.93,130.88,123.0,122.21,120.54,121.0,119.0,116.9,115.2,114.71,116.4,115.75,116.6,116.5,115.3,114.73,114.3,114.4,113.22,113.52,112.9,115.8,116.36,115.5,115.75,114.67,112.5,108.65,108.87
