bond_code,bond_name,meeting_date,ratio,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,T+16,T+17,T+18,T+19,T+20,T+21,T+22,T+23,T+24,T+25,T+26,T+27,T+28,T+29,T+30,T+31,T+32,T+33,T+34,T+35,T+36,T+37,T+38,T+39,T+40,T+41,T+42,T+43,T+44,T+45,T+46,T+47,T+48,T+49,T+50,T+51,T+52,T+53,T+54,T+55,T+56,T+57,T+58,T+59,T+60
110030,格力转债,2019-09-27,0.7204610951008645,110.27,112.69,112.0,111.51,111.77,112.2,112.62,111.33,110.61,109.6,109.86,109.63,109.97,109.72,108.88,109.07,108.71,108.08,108.19,107.7,108.29,108.45,108.29,108.18,108.25,108.0,107.34,106.99,107.01,106.45,106.44,105.82,105.99,105.79,105.67,105.78,105.99,105.85,105.74,105.72,105.69,105.62,105.64,105.64,105.68,105.66,105.67,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,105.69,,,
110031,航信转债,2019-12-25,0.5195517405817835,115.8,120.11,120.5,122.49,124.45,126.0,126.8,126.95,127.7,124.68,125.7,125.21,125.38,126.3,124.56,125.4,125.01,126.65,126.38,128.11,125.89,119.6,122.1,123.3,123.17,123.7,123.5,123.53,124.07,126.01,126.6,128.11,128.74,129.0,129.33,130.6,131.3,130.6,128.51,132.18,127.03,129.35,132.01,131.59,133.0,131.2,129.88,132.69,131.83,129.0,127.49,123.4,122.0,121.93,119.4,122.29,119.63,119.0,119.09,118.72,119.42
110038,济川转债,2020-03-02,0.6570471527956712,119.75,119.75,119.29,119.03,120.01,118.3,117.01,118.0,116.6,116.26,115.87,115.8,115.66,115.1,116.56,115.46,115.0,116.57,118.24,117.04,116.21,116.18,116.1,115.78,115.8,116.03,116.3,116.26,115.4,115.01,115.15,115.3,115.55,115.91,115.92,115.79,115.33,115.34,114.77,115.01,115.18,114.0,115.15,115.21,114.35,114.42,116.07,115.12,114.57,113.51,112.0,111.65,111.15,109.5,109.68,109.79,109.97,111.11,111.6,111.66,111.85
110044,广电转债,2024-06-03,0.6466275659824047,115.197,122.401,116.492,110.958,113.368,110.597,110.854,110.691,108.725,108.228,107.877,107.888,107.907,107.91,107.91,107.91,107.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110045,海澜转债,2021-04-26,0.6212765957446809,104.69,105.3,108.39,109.25,109.65,109.19,107.42,108.67,108.22,108.82,110.3,109.89,109.72,109.25,109.97,109.33,108.44,108.5,108.7,109.51,110.09,109.02,108.66,108.68,108.27,111.7,111.48,110.33,110.15,112.9,112.86,114.33,112.61,111.83,110.7,112.84,111.1,110.71,110.6,110.56,111.18,111.2,113.91,112.25,113.5,113.01,113.31,113.01,115.01,115.79,115.15,115.09,114.98,114.85,115.54,118.89,118.66,117.3,118.17,118.37,117.54
110047,山鹰转债,2024-09-26,0.6844444444444444,103.948,109.052,114.724,119.739,115.309,114.947,113.0,113.694,113.0,112.996,112.557,112.652,116.675,114.983,115.369,115.951,116.385,118.45,116.961,115.608,118.484,119.935,122.752,126.957,127.904,136.374,132.366,132.178,131.463,127.216,125.241,117.805,117.805,117.805,117.805,,,,,,,,,,,,,,,,,,,,,,,,,,
110056,亨通转债,2019-11-22,0.7245841035120147,108.52,109.64,110.74,112.05,111.17,110.98,112.13,111.0,110.02,110.1,111.07,111.73,112.91,113.63,113.63,115.01,116.86,118.81,118.8,119.1,117.65,115.0,115.6,116.4,118.01,115.78,116.23,118.5,120.75,120.66,121.5,124.3,124.0,127.0,125.98,126.1,125.64,124.14,123.42,122.7,127.0,125.16,125.86,120.63,113.7,116.0,118.32,117.72,117.81,119.0,121.06,120.83,120.33,121.52,123.09,122.28,123.74,125.0,126.08,130.22,132.19
110058,永鼎转债,2024-07-05,0.75,114.648,112.282,117.006,117.452,118.997,117.981,115.865,117.913,115.594,116.886,116.291,115.106,113.418,111.799,112.226,113.246,115.273,114.248,116.482,115.812,117.572,113.962,114.882,119.459,116.768,117.02,115.253,114.318,120.578,117.152,115.362,117.165,115.439,114.46,112.849,115.073,114.624,112.091,112.662,113.711,114.693,113.774,113.779,112.942,114.079,113.023,112.62,113.085,112.68,112.786,112.515,111.291,112.388,112.047,112.569,114.834,115.118,116.579,118.397,122.402,128.667
110072,广汇转债,2024-05-21,0.3722084367245657,98.421,100.243,99.305,98.547,97.199,97.207,96.183,96.269,95.898,78.713,88.143,88.652,85.657,87.992,85.863,86.734,85.528,86.042,84.156,79.804,77.898,71.928,57.542,46.034,38.437,46.124,48.309,54.018,64.762,77.714,72.474,76.153,72.813,68.887,56.656,56.055,67.266,79.319,71.511,57.209,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,45.767,44.267
110081,闻泰转债,2026-04-08,0.7490825688073394,115.203,113.746,110.621,110.061,107.529,105.844,104.262,99.959,98.845,93.106,95.006,94.181,92.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110081,闻泰转债,2024-11-08,0.45186029640377245,114.035,121.64,120.63,119.905,117.2,114.235,113.462,113.936,114.643,113.598,113.298,112.37,112.226,114.038,113.653,114.051,108.278,109.682,108.607,108.89,109.999,109.85,111.067,111.265,112.75,112.548,110.697,109.187,109.341,110.929,111.556,109.609,110.108,109.346,109.804,109.847,110.062,113.839,112.105,110.427,109.319,109.892,109.414,109.9,109.239,109.244,110.112,110.073,110.029,110.197,111.941,113.3,113.103,113.479,116.0,114.004,115.397,116.081,117.184,116.864,116.529
110082,宏发转债,2024-11-01,0.6397466349960411,116.046,120.204,120.642,121.883,121.472,121.667,121.713,121.152,120.611,120.073,119.442,118.004,119.541,121.073,121.119,120.073,119.363,119.769,121.826,121.979,121.61,121.845,121.533,120.803,120.386,120.748,121.038,122.016,122.719,123.155,122.175,120.89,120.7,120.88,121.412,122.349,120.706,121.538,121.5,121.729,123.001,124.217,123.228,122.37,122.195,121.73,122.589,122.612,122.111,122.664,123.742,125.522,125.392,124.503,125.495,126.175,127.779,127.51,127.498,128.997,128.029
110084,贵燃转债,2022-05-13,0.7099311701081612,116.11,117.24,116.74,116.32,116.23,117.2,117.77,115.63,116.47,117.11,116.01,115.83,116.31,116.49,116.5,117.21,117.73,127.01,131.59,133.72,123.11,129.48,129.02,126.02,125.41,124.38,122.86,122.36,122.83,122.63,123.03,123.45,123.11,123.53,123.6,124.79,126.39,123.11,122.12,124.46,122.45,122.55,120.95,120.8,118.02,117.96,119.28,120.65,122.31,123.06,122.06,123.07,125.89,126.88,124.7,124.52,121.43,120.47,120.76,120.67,121.35
110095,双良转债,2024-10-25,0.6096528365791701,95.464,99.994,106.689,106.698,117.797,110.142,109.957,112.099,102.071,103.857,106.595,105.236,104.583,102.774,101.125,97.977,94.46,95.303,98.092,103.873,102.247,101.163,100.944,100.848,102.712,108.009,109.855,106.327,104.953,106.207,105.182,106.017,105.879,107.021,108.294,106.861,105.911,104.685,104.654,103.429,104.522,103.276,104.319,104.209,104.649,104.717,103.011,101.285,100.188,96.577,95.937,98.19,96.81,102.282,99.131,98.268,102.503,104.021,103.39,103.7,105.43
111010,立昂转债,2024-04-30,0.7468861209964412,109.285,107.733,108.43,108.52,109.689,109.567,109.295,109.077,108.262,107.98,107.918,108.083,107.592,108.268,107.332,107.042,107.632,107.531,107.993,109.326,109.559,109.498,108.099,109.12,109.994,109.404,111.821,112.187,112.256,112.232,112.504,113.424,112.564,111.461,110.22,107.554,106.602,109.511,109.776,110.668,109.653,109.005,109.385,108.351,108.63,107.404,109.201,109.404,110.437,110.154,109.679,109.534,108.304,108.25,110.06,108.67,107.3,105.786,105.614,106.727,105.924
111019,宏柏转债,2024-08-06,0.7237715803452855,103.709,105.559,107.393,105.693,105.02,106.397,106.061,105.673,103.257,105.663,104.045,104.571,103.977,102.216,104.068,102.862,103.9,104.617,106.73,106.648,105.934,106.64,107.014,106.165,105.663,104.8,104.974,104.071,102.573,100.958,103.206,102.07,101.71,105.454,106.828,108.399,111.995,117.675,122.076,116.04,115.167,118.087,122.671,117.299,118.658,118.666,120.753,120.889,121.471,121.53,123.073,124.173,123.454,120.107,119.673,119.504,117.179,117.852,118.847,118.407,119.598
113008,电气转债,2018-12-10,0.5048638132295721,105.13,106.7,106.77,107.84,107.56,107.4,107.0,106.7,106.78,106.38,105.85,105.75,106.02,106.04,106.12,105.89,106.32,107.5,108.45,108.44,109.2,109.81,110.03,109.2,109.67,109.13,109.06,109.1,109.22,109.18,109.05,109.59,110.68,112.04,110.79,111.0,111.0,111.6,111.28,112.3,113.9,115.0,114.0,115.06,113.85,114.32,114.02,114.85,116.98,118.36,117.05,116.86,117.33,117.83,119.37,119.21,118.87,116.36,121.47,121.0,119.39
113010,江南转债,2018-04-19,0.6559139784946235,105.5,102.8,102.28,102.2,102.33,102.11,102.33,102.17,101.99,102.21,102.22,102.22,102.76,102.32,101.97,102.0,102.0,102.02,101.98,101.94,101.82,101.14,101.05,100.84,100.71,100.01,100.18,100.05,99.91,100.09,99.99,99.92,99.95,99.99,99.99,100.02,100.29,100.2,100.12,100.25,100.15,100.32,100.57,101.1,101.28,101.34,101.16,101.35,101.74,102.01,102.37,102.47,102.42,102.42,102.51,102.6,102.7,102.72,102.76,102.8,102.82
113033,利群转债,2024-05-06,0.7205882352941178,109.109,113.422,113.062,114.431,113.922,112.89,112.397,111.635,112.478,112.347,111.689,111.698,111.353,110.236,109.716,109.473,109.084,108.56,108.335,108.256,105.99,103.291,103.142,101.709,102.941,103.2,104.186,105.409,104.444,102.401,103.021,102.346,101.348,101.034,97.338,98.588,102.693,101.641,101.651,101.12,104.046,107.082,106.158,107.431,106.6,106.903,106.073,106.312,106.632,106.698,106.3,106.1,105.155,104.29,103.377,102.825,102.599,101.974,102.962,104.114,103.964
113043,财通转债,2025-07-02,0.7327971403038427,123.101,124.664,125.32,125.634,127.195,126.804,127.843,128.359,127.26,127.019,128.037,128.399,127.995,128.876,129.874,129.483,131.999,132.0,130.087,130.043,130.196,128.838,128.501,129.82,131.032,131.06,131.392,130.8,131.234,131.295,134.491,134.312,135.957,139.752,138.3,138.791,138.38,141.189,140.562,140.0,134.667,136.797,135.164,133.005,133.336,132.51,132.346,134.912,134.666,132.825,132.129,133.768,133.58,132.19,132.13,132.749,131.297,129.038,128.732,128.026,129.957
113047,旗滨转债,2024-12-25,0.5389326334208224,115.811,118.669,120.657,120.166,119.399,118.012,117.762,118.753,119.91,119.75,119.496,119.77,119.599,120.187,122.708,122.214,123.388,123.104,123.706,123.5,123.159,123.385,125.1,124.055,124.919,127.169,126.856,123.981,125.015,124.509,124.345,123.79,122.759,123.541,125.419,124.07,124.786,125.093,126.663,126.895,126.746,125.573,124.997,124.276,125.064,125.47,126.263,124.858,124.111,123.037,124.11,125.868,125.109,123.882,123.516,121.998,122.883,123.03,122.236,121.881,121.818
113053,隆22转债,2025-03-07,0.3002745367192862,120.133,123.788,124.331,124.268,124.267,125.799,125.071,125.932,124.007,123.957,122.534,121.52,122.461,123.046,122.864,122.82,120.641,120.501,121.004,120.222,113.352,115.22,116.038,117.84,115.994,116.014,115.602,113.96,115.038,115.723,115.804,115.119,115.869,115.528,116.07,115.221,115.287,114.808,116.68,116.347,117.385,116.848,118.103,117.649,117.541,116.344,115.807,116.664,116.899,117.4,117.302,117.355,116.79,115.801,116.507,117.098,116.619,116.49,116.906,117.399,117.846
113058,友发转债,2022-09-13,0.7159574468085107,116.58,117.39,117.06,117.57,116.82,117.04,117.14,117.4,116.35,115.12,115.49,114.11,113.22,113.47,113.1,113.0,113.81,113.42,113.92,115.32,115.46,115.4,115.43,114.83,114.01,113.2,113.82,112.64,110.31,109.68,110.1,111.24,111.22,112.31,112.35,111.52,111.5,112.13,113.48,114.23,113.8,112.76,111.4,110.66,111.28,111.28,111.1,111.38,111.62,111.3,112.36,112.63,112.54,112.15,113.1,113.0,112.03,111.85,112.5,111.5,111.57
113507,天马转债,2019-01-31,0.674908424908425,97.53,100.57,102.62,102.64,104.19,107.41,107.69,115.46,112.74,112.02,112.45,113.04,114.33,113.49,110.72,112.08,111.4,111.46,116.26,117.29,118.52,118.71,124.45,123.5,118.93,115.0,116.21,119.32,119.8,119.85,123.21,122.49,122.02,126.1,130.02,133.78,137.2,139.52,135.51,135.7,134.99,137.54,142.41,141.31,141.18,136.13,133.85,135.43,135.59,130.67,130.93,127.58,128.85,126.77,121.13,120.51,115.31,120.85,117.18,125.0,125.72
113534,鼎胜转债,2019-09-23,0.7381642512077294,105.84,105.84,106.98,106.5,105.9,104.88,104.42,104.45,104.62,104.58,104.75,104.6,104.39,104.6,104.18,103.57,103.87,103.93,103.46,104.4,104.31,103.66,103.13,103.01,102.92,103.2,103.5,103.79,103.92,104.11,104.05,103.21,102.86,102.68,101.14,101.64,102.1,102.07,101.43,101.09,101.54,101.76,101.26,101.0,100.09,99.86,99.3,98.78,99.1,99.46,99.61,99.37,99.09,99.14,99.68,100.1,102.11,102.39,102.21,102.44,102.0
113542,好客转债,2025-03-05,0.7246376811594203,119.948,117.48,118.849,121.251,118.917,119.477,117.977,118.686,118.693,118.293,117.26,117.889,115.3,114.632,114.264,114.727,113.848,113.43,112.999,113.892,114.654,113.85,112.0,112.052,112.484,113.181,112.031,113.495,112.691,111.898,113.38,111.957,112.546,113.041,113.084,112.44,112.503,111.625,111.872,111.657,112.322,112.888,113.18,114.009,113.842,114.308,113.476,113.237,113.055,113.399,114.645,114.677,114.445,113.956,114.391,114.575,113.83,113.869,113.519,113.698,113.677
113569,科达转债,2024-07-29,0.7327188940092166,102.357,99.129,100.182,101.289,101.361,100.449,106.7,101.644,102.252,102.004,101.116,101.179,101.338,101.4,100.505,101.226,100.736,101.498,99.32,98.031,99.59,98.747,98.396,98.619,100.94,98.72,99.161,99.642,101.24,100.25,100.087,100.918,100.697,100.683,99.82,97.273,99.699,99.511,99.611,101.309,102.487,103.116,106.836,109.637,116.106,114.114,112.389,109.153,111.997,113.338,116.927,119.16,121.135,115.085,115.826,117.038,115.15,116.053,117.985,116.249,116.621
113569,科达转债,2024-03-25,0.5957446808510638,116.551,115.782,113.844,114.887,116.18,117.274,115.723,114.557,112.996,113.41,112.541,112.914,113.825,110.363,107.192,110.356,110.708,110.269,108.834,109.378,111.74,111.184,113.181,113.388,112.793,113.094,113.498,112.024,112.086,111.987,111.604,112.834,112.554,112.883,113.084,112.807,111.715,111.542,110.3,109.548,108.993,108.643,107.872,107.975,108.954,106.819,106.279,106.755,104.019,104.814,104.955,105.941,104.967,104.139,102.005,103.504,103.46,97.582,92.355,88.258,89.558
113573,纵横转债,2024-05-23,0.671137339055794,125.199,126.99,127.888,128.903,127.78,128.779,129.231,129.785,125.657,126.193,123.28,125.106,128.433,127.257,129.201,128.24,128.826,130.062,128.641,126.145,125.528,122.5,123.329,124.605,123.52,124.529,122.854,122.879,120.867,119.46,121.475,119.271,123.239,124.532,125.723,126.896,124.702,125.306,124.506,123.99,124.35,120.152,119.0,117.644,118.729,119.391,125.09,124.877,125.798,125.805,126.126,123.712,124.365,127.244,125.905,124.06,124.028,123.611,123.661,123.548,121.387
113574,华体转债,2024-12-10,0.5355388142810351,127.77,128.983,128.476,129.988,128.159,128.548,128.658,128.066,128.17,124.953,124.261,124.103,124.638,124.809,123.749,122.906,122.334,122.494,121.7,123.376,122.62,123.61,122.475,122.629,123.479,123.882,124.369,123.048,123.458,123.04,122.89,123.02,123.709,123.024,123.877,124.504,124.848,125.749,124.97,124.635,124.093,124.789,124.896,124.222,125.268,125.437,125.582,125.626,125.699,126.681,125.902,125.067,125.825,126.36,125.918,126.524,126.694,127.869,128.608,128.929,128.161
113575,东时转债,2025-11-13,0.36378600823045265,232.507,193.999,193.993,222.488,223.617,230.713,247.53,257.893,250.805,246.247,228.307,233.044,234.804,222.107,234.712,247.702,238.331,248.786,239.526,241.873,238.794,229.973,234.454,231.437,231.436,228.698,227.772,222.224,230.131,229.722,229.066,225.951,229.607,223.628,217.406,220.61,219.21,263.052,259.87,253.682,253.952,249.188,250.566,251.173,255.218,204.174,221.852,225.184,216.461,209.767,205.428,202.919,192.306,184.102,175.408,200.716,201.612,195.36,208.649,210.031,207.524
113576,起步转债,2024-05-09,0.673076923076923,112.121,120.652,119.427,121.053,123.281,122.817,123.278,127.706,127.387,127.828,127.514,122.941,125.679,123.096,121.489,121.6,120.229,114.659,114.861,118.918,116.913,120.37,120.369,120.488,120.845,119.4,120.04,119.527,116.931,115.999,114.63,108.033,127.522,119.93,117.163,116.907,116.417,123.128,121.941,117.876,118.181,115.857,116.516,115.902,118.587,116.969,120.308,119.082,130.521,131.799,131.933,133.126,131.951,133.051,136.501,142.607,141.275,153.068,160.387,131.31,127.509
113576,起步转债,2023-09-15,0.24644549763033174,102.51,104.9,104.96,106.27,106.48,106.82,104.82,104.43,103.95,104.53,104.3,103.98,103.39,102.57,102.26,102.3,102.02,91.2,93.17,93.78,93.474,94.012,94.434,94.562,96.088,96.379,96.0,95.304,95.708,95.479,95.616,95.147,95.183,94.853,94.347,94.504,94.63,94.829,94.768,95.213,95.295,95.427,94.56,95.375,95.458,95.229,96.442,95.813,96.717,96.894,99.89,97.871,97.188,96.918,96.4,95.742,95.55,95.222,95.194,94.567,94.118
113578,全筑转债,2023-06-26,0.6095238095238096,84.67,83.07,75.57,90.68,106.69,100.53,104.85,101.33,98.79,101.55,97.24,97.86,96.74,93.65,93.04,94.46,94.29,94.66,93.7,92.18,91.7,90.48,90.91,89.6,90.55,89.74,91.15,92.17,92.47,92.94,94.45,96.04,96.21,96.95,96.27,95.95,96.32,95.85,95.91,96.46,95.74,94.51,95.56,95.15,94.81,94.97,95.2,96.31,95.4,95.83,96.46,95.82,95.97,99.62,105.63,102.08,103.02,101.86,100.83,105.07,102.97
113584,家悦转债,2024-07-22,0.35754189944134085,106.424,105.713,103.5,103.465,105.529,105.974,105.644,105.756,106.486,105.663,106.096,106.18,106.3,106.43,105.99,105.504,105.155,103.5,103.2,102.9,103.65,103.222,102.623,103.15,102.955,104.242,104.011,103.973,104.718,104.816,104.595,105.486,105.796,106.158,105.201,104.526,103.906,104.09,103.834,103.831,103.67,104.065,103.531,104.054,105.274,105.4,106.046,105.458,106.406,106.746,104.383,104.651,104.278,105.444,105.008,105.035,105.156,105.374,105.695,106.285,106.743
113591,胜达转债,2020-12-30,0.7101154107264087,100.48,99.96,101.4,101.7,101.83,99.69,98.05,97.32,97.85,96.18,95.21,96.4,97.97,99.14,98.49,98.5,101.7,98.61,102.58,100.69,100.8,98.11,98.5,96.57,97.5,94.99,93.14,90.92,92.13,93.16,94.43,96.51,97.94,96.89,97.1,96.05,96.2,97.94,98.11,99.25,99.25,100.1,99.55,99.68,98.3,100.56,100.29,100.02,100.54,100.53,99.99,100.46,101.69,100.91,99.91,99.85,99.69,99.53,98.11,98.28,98.88
113594,淳中转债,2021-12-02,0.6548132183908046,131.9,131.23,125.83,140.22,143.4,144.3,154.06,143.87,140.81,136.18,136.19,143.04,142.04,140.04,138.37,137.91,137.9,136.15,136.37,134.29,135.14,136.99,138.21,135.02,134.9,136.94,143.92,139.91,140.25,138.68,134.01,138.35,137.21,135.74,135.41,135.64,136.88,128.22,127.03,125.27,126.23,124.98,125.75,129.94,129.04,127.1,125.03,122.76,123.74,123.82,122.96,123.97,122.79,124.25,121.98,125.41,125.3,126.58,124.74,123.1,120.78
113595,花王转债,2022-09-07,0.647398843930636,116.18,116.96,120.38,123.28,124.83,125.09,121.31,118.88,119.33,119.82,120.34,115.83,111.5,112.36,111.03,111.08,111.02,108.5,109.32,110.94,111.75,114.22,114.18,115.66,114.57,114.08,114.11,111.09,109.9,111.17,110.54,108.0,107.94,108.45,110.02,110.24,111.06,112.12,113.28,113.01,112.97,112.93,112.78,112.39,112.01,111.32,112.69,112.71,111.7,111.29,113.42,113.87,113.48,113.79,114.12,115.86,118.68,119.62,118.7,116.57,116.3
113596,城地转债,2024-07-12,0.4220532319391635,85.157,81.399,81.702,80.971,79.75,79.778,80.146,80.148,79.188,79.5,80.619,79.671,80.471,81.82,83.108,83.774,84.193,83.912,85.205,85.016,85.112,85.176,85.153,85.532,85.871,85.039,86.128,86.519,87.042,85.004,84.333,85.271,85.902,85.502,85.561,86.539,86.022,86.135,86.202,88.042,87.595,87.849,88.168,87.28,87.1,85.846,84.013,85.439,85.32,85.656,86.752,87.445,88.855,91.514,95.445,95.445,95.445,95.445,95.445,95.445,114.534
113600,新星转债,2024-08-02,0.5730659025787966,94.99,100.129,101.402,110.215,106.231,110.396,109.88,113.978,115.872,110.947,106.478,105.408,102.49,104.749,102.641,102.996,105.29,103.604,104.339,107.057,108.198,106.464,107.671,112.629,111.444,108.438,108.923,115.549,111.678,110.629,109.738,110.094,111.206,109.554,110.334,113.49,113.291,115.672,118.256,126.06,129.871,141.569,153.486,137.756,140.376,135.353,136.086,135.527,138.862,151.91,182.122,168.554,174.626,188.166,181.487,172.479,183.018,190.843,184.43,188.919,187.466
113600,新星转债,2023-06-30,0.731656184486373,120.82,121.53,122.64,125.0,124.67,125.51,125.62,125.71,125.91,125.15,124.32,124.08,125.24,124.38,125.39,124.36,123.84,126.16,125.35,124.66,125.16,125.76,125.77,126.02,125.42,125.18,125.35,126.57,126.17,125.08,124.13,123.31,122.15,122.51,123.39,123.09,122.19,121.24,119.91,120.35,118.85,118.82,121.19,122.84,121.77,123.1,124.37,124.02,124.38,121.78,121.13,122.57,121.85,120.84,120.32,120.6,121.9,120.69,120.26,119.8,121.22
113605,大参转债,2024-11-18,0.3871800387180039,113.548,114.551,115.598,115.663,113.946,113.924,113.508,113.864,114.911,115.048,116.23,115.606,114.295,114.441,114.815,114.063,115.412,116.5,119.27,118.061,118.404,116.453,116.825,117.16,119.521,118.726,118.988,117.361,116.962,117.878,117.123,116.005,115.5,114.612,114.272,115.866,115.674,115.902,114.995,114.281,115.253,114.897,114.885,115.018,115.55,115.552,115.06,115.33,115.996,116.05,115.775,116.161,116.502,116.711,116.354,116.097,117.799,118.35,119.194,117.642,117.84
113608,威派转债,2024-12-12,0.34549600912200684,115.038,121.595,121.49,118.181,119.294,118.55,119.207,116.573,116.02,114.88,116.518,116.571,115.261,115.055,113.827,113.43,112.865,114.771,114.099,114.456,114.271,115.108,116.322,116.539,116.217,116.204,117.696,117.05,117.21,117.309,118.138,117.081,118.499,119.889,119.719,119.811,123.537,127.959,139.698,143.483,153.338,161.719,146.293,152.188,163.916,162.903,195.484,182.548,173.137,171.881,152.502,156.833,159.198,150.695,143.641,153.053,146.407,140.979,140.851,130.489,130.774
113622,杭叉转债,2022-07-01,0.6812169312169312,126.91,128.81,127.54,126.61,126.79,126.78,126.0,124.88,126.0,127.29,126.59,129.67,127.94,128.62,128.5,127.1,126.6,127.11,129.11,129.87,128.95,129.04,130.23,129.48,129.21,128.1,127.51,127.55,128.5,129.79,130.21,129.93,131.04,131.01,128.66,127.81,127.21,127.0,126.51,123.18,123.21,121.55,122.2,122.2,121.87,124.83,123.91,123.86,123.91,123.55,124.73,124.74,123.16,122.76,120.69,119.26,119.17,121.23,120.62,119.9,120.01
113624,正川转债,2025-10-14,0.438496831986017,129.147,129.305,129.633,128.914,129.268,129.767,129.969,130.005,130.075,130.087,130.12,129.944,128.842,130.436,130.568,130.211,131.464,131.321,131.146,131.9,132.144,133.343,134.949,136.338,134.69,134.042,134.42,135.544,134.257,137.112,137.353,134.85,133.694,133.248,135.495,133.747,132.314,131.092,132.723,132.521,131.943,131.619,130.276,129.896,129.863,129.02,129.692,130.666,131.546,131.705,131.198,131.534,133.387,132.027,131.32,131.271,132.081,134.062,135.059,135.003,135.536
113625,江山转债,2024-11-07,0.3760090107002065,115.579,119.947,120.904,122.155,120.683,118.907,118.208,116.852,118.698,118.646,118.211,117.347,117.052,117.209,118.041,117.891,119.196,119.854,119.251,118.791,119.694,120.168,120.024,120.927,122.598,124.652,121.699,120.268,120.144,119.851,118.474,118.775,117.992,118.587,117.953,118.626,118.594,118.791,117.98,118.708,117.612,116.922,118.354,118.771,119.387,119.616,120.526,120.886,119.972,119.805,119.337,119.302,119.682,118.852,119.228,119.302,119.017,119.112,119.493,120.284,120.455
113627,太平转债,2023-07-31,0.4380397670214902,114.27,121.83,122.66,122.73,121.95,121.62,121.61,119.93,119.83,118.96,118.84,118.83,119.12,119.7,119.12,118.74,118.31,116.53,117.36,115.71,116.54,117.52,117.89,117.43,118.0,118.99,118.26,118.18,115.93,116.17,117.25,116.69,116.6,115.79,116.31,116.81,116.14,115.92,115.7,116.11,116.03,115.76,116.73,117.38,116.48,115.4,115.1,115.43,114.75,113.9,113.26,112.05,110.42,109.55,108.919,110.859,111.725,111.419,112.008,110.52,110.04
113629,泉峰转债,2024-06-07,0.41321942446043164,99.828,100.714,103.969,103.808,103.598,103.293,104.654,103.598,100.275,98.426,89.544,93.959,97.757,96.291,96.902,95.969,98.629,96.953,95.64,95.727,92.57,94.383,96.45,99.442,99.362,98.634,98.642,97.313,95.802,96.575,96.045,96.093,94.322,95.641,98.524,99.897,100.986,105.705,106.476,107.391,103.798,104.869,104.826,104.073,104.317,104.011,104.547,104.601,104.5,103.243,103.559,102.054,102.159,101.322,99.565,101.792,100.356,100.915,103.096,104.222,103.258
113630,赛伍转债,2022-04-19,0.5835866261398176,120.48,119.37,130.48,123.9,115.77,117.49,122.08,122.26,128.66,130.87,128.8,130.0,133.9,137.44,134.58,132.33,131.71,135.95,137.28,138.89,139.04,137.84,132.9,133.69,136.49,134.98,136.49,138.41,136.09,137.84,148.07,145.26,143.98,141.08,148.38,146.85,145.51,142.74,143.4,145.42,146.25,141.63,140.13,141.86,149.38,149.6,148.53,139.81,138.73,130.95,130.57,129.6,127.6,130.78,128.14,125.14,124.43,127.39,134.06,132.12,127.35
113632,鹤21转债,2023-08-31,0.7369985141158989,120.27,123.77,124.48,123.82,124.66,123.57,123.48,123.9,123.67,122.74,122.1,122.03,122.82,123.08,123.11,122.64,123.82,122.91,123.55,123.39,123.38,123.36,123.11,122.49,123.13,122.16,119.67,119.21,118.05,117.5,116.14,114.991,118.6,118.311,118.28,119.973,122.131,119.221,120.199,120.148,121.202,122.532,121.693,120.582,120.65,121.577,121.191,122.2,122.327,121.634,120.044,119.937,119.316,118.179,118.0,117.511,116.987,117.115,116.659,116.754,116.685
113632,鹤21转债,2022-08-01,0.7028910686628808,128.36,128.21,127.01,128.5,128.77,130.4,131.83,129.44,129.97,131.34,131.34,132.69,133.42,132.31,130.35,132.6,131.24,130.11,126.94,127.68,126.76,128.13,125.3,125.51,125.5,125.0,126.02,125.71,124.13,125.02,124.11,123.41,123.29,123.05,123.11,122.89,123.28,122.29,121.4,120.09,121.9,121.13,120.52,120.08,119.75,119.71,120.83,121.26,121.41,121.66,121.66,121.8,120.32,120.51,119.41,119.55,122.02,121.64,120.21,121.0,122.68
113641,华友转债,2024-01-29,0.5543237250554324,102.986,101.22,101.008,100.786,100.769,99.875,101.562,101.52,101.687,101.604,101.633,102.321,102.375,102.708,102.801,103.111,102.328,102.589,102.751,102.141,101.483,101.628,101.839,101.997,102.773,102.975,103.3,103.454,103.579,104.006,104.399,104.247,103.985,103.357,102.916,103.487,102.91,102.533,102.802,104.946,105.59,106.086,105.817,106.697,106.094,105.894,106.499,105.477,104.519,105.0,105.902,106.02,105.787,105.0,104.487,104.504,104.951,105.3,105.596,106.583,107.495
