bond_id,name,board_announce_date,meeting_date,effective_date,before_price,after_price,down_floor_price,ratio,is_deep,year,change_reason
123049,维尔转债,,2025-04-23,2025-04-24,4.63,3.55,3.55,0.7667386609071274,False,2025.0,
123049,维尔转债,,2024-09-19,2024-09-20,4.69,4.63,4.57,0.9872068230277184,False,2024.0,
123049,维尔转债,,2024-08-08,2024-08-09,4.79,4.69,4.57,0.9791231732776619,False,2024.0,
123049,维尔转债,,2024-07-02,2024-07-03,5.15,4.8,4.57,0.9320388349514562,False,2024.0,
123049,维尔转债,,2024-05-23,2024-05-24,6.15,5.15,4.57,0.8373983739837398,False,2024.0,
123049,维尔转债,,2024-03-12,2024-03-13,7.23,6.15,4.91,0.8506224066390041,False,2024.0,
123052,飞鹿转债,,2024-06-06,2024-06-07,7.09,6.06,6.055,0.8547249647390691,False,2024.0,
123052,飞鹿转债,,2024-03-21,,,,,,False,2024.0,
123056,雪榕转债,,2024-08-23,2024-08-26,4.15,4.1,3.07,0.9879518072289155,False,2024.0,
123056,雪榕转债,,2024-07-15,2024-07-16,4.2,4.15,2.66,0.9880952380952381,False,2024.0,
123056,雪榕转债,,2024-03-28,2024-03-29,11.15,4.2,4.18,0.37668161434977576,True,2024.0,
123063,大禹转债,,2024-06-12,2024-06-13,4.6,3.7,3.64,0.8043478260869567,False,2024.0,
123064,万孚转债,,2026-01-14,2026-01-15,27.0,21.1,21.1,0.7814814814814816,False,2026.0,
123064,万孚转债,,2024-12-25,2024-12-26,48.58,27.0,24.28,0.5557842733635241,True,2024.0,
123064,万孚转债,,2022-02-10,2022-02-11,71.65,52.0,46.27,0.7257501744591764,True,2022.0,
123065,宝莱转债,,2026-03-16,2026-03-17,23.97,23.8,14.91,0.9929078014184398,False,2026.0,
123071,天能转债,,2025-12-17,2025-12-18,7.46,6.7,5.96,0.8981233243967829,False,2025.0,
123071,天能转债,,2021-05-18,2021-05-20,20.05,13.4,13.4,0.6683291770573566,True,2021.0,
123073,同和转债,,2021-01-07,2021-01-08,36.34,23.8,23.8,0.654925701706109,True,2021.0,
123076,强力转债,,2024-07-23,2024-07-24,18.9,12.7,12.7,0.671957671957672,True,2024.0,
123078,飞凯转债,,2021-03-23,2021-03-24,19.34,15.62,15.62,0.8076525336091003,False,2021.0,
123081,精研转债,,2021-10-08,2021-10-11,53.4,34.15,34.15,0.6395131086142322,True,2021.0,
123082,北陆转债,,2024-12-20,2024-12-23,8.68,7.07,7.07,0.8145161290322581,False,2024.0,
123082,北陆转债,,2021-02-05,2021-02-08,11.41,8.86,8.86,0.7765118317265556,False,2021.0,
123084,高澜转债,,2021-06-08,2021-06-09,11.36,9.0,8.06,0.7922535211267606,False,2021.0,
123085,万顺转2,,2025-05-07,2025-05-08,6.23,5.0,4.733,0.8025682182985553,False,2025.0,
123085,万顺转2,,2024-03-06,2024-03-07,6.67,6.2,4.64,0.9295352323838081,False,2024.0,
123086,海兰转债,,2021-03-09,2021-03-10,15.16,10.88,10.88,0.7176781002638523,True,2021.0,
123087,明电转债,,2024-05-07,2024-05-08,15.57,12.09,12.09,0.7764932562620424,False,2024.0,
123087,明电转债,,2021-02-19,2021-02-22,24.23,16.62,16.62,0.6859265373503921,True,2021.0,
